user_id,deposit_id,deposit_product_views,deposit_applied
9450,5,5,1
4430,78,5,1
16946,97,4,1
5545,6,5,1
5023,46,1,1
184,66,2,1
18428,77,5,0
18915,36,1,1
17238,30,1,1
17647,63,2,1
726,21,4,0
11567,23,3,1
9966,20,1,1
19803,96,1,1
19773,57,4,1
14002,89,3,1
6102,32,3,1
7843,69,6,1
10737,74,1,1
19624,14,4,1
19763,84,1,1
4868,68,2,1
16759,90,4,1
4453,7,2,1
19953,60,2,0
11046,97,5,0
15618,8,3,0
5417,63,1,1
9231,31,1,1
9490,8,6,1
12517,23,2,1
11675,52,5,0
14267,81,4,1
1078,37,2,1
16013,100,5,1
15731,6,1,1
19516,23,2,1
6718,26,4,0
6211,37,5,0
9801,29,3,0
10051,67,2,1
16931,95,4,1
10139,22,3,1
9014,85,5,0
13653,4,1,1
2260,63,2,1
7018,2,3,1
15220,96,7,1
16631,77,1,0
6912,6,4,1
17565,71,7,0
10146,38,3,1
14346,32,6,1
16083,2,2,1
5223,53,1,1
15234,54,8,0
3359,64,7,1
7851,83,4,1
14779,65,5,1
17634,53,5,1
8083,62,1,1
1398,93,5,1
3076,44,5,0
19058,20,1,1
17824,68,2,0
1880,3,3,1
9873,70,3,0
1595,44,3,1
14405,18,2,1
8925,51,3,1
19582,27,2,1
15621,87,2,1
2136,17,2,1
9380,46,6,1
2206,13,1,1
16134,19,3,1
5866,78,1,1
10355,1,3,1
12666,63,1,1
12717,4,2,1
30,59,1,1
17732,49,3,0
18083,54,4,1
16432,14,3,1
12256,36,2,1
1453,77,4,1
16105,89,3,1
7357,98,4,1
10125,100,8,1
1081,71,1,1
11851,1,1,1
6974,64,3,1
17596,58,7,0
16964,83,1,1
15693,73,4,1
4853,64,1,1
19164,69,1,1
16572,4,1,0
15990,31,2,1
7737,40,1,0
8650,76,2,1
9357,55,2,1
17088,90,3,1
14130,92,1,0
18385,23,1,0
2220,89,5,1
5000,52,2,1
18551,60,3,1
16022,59,3,0
14036,77,1,1
19873,87,4,1
9954,67,5,1
13881,22,2,0
3242,79,1,0
317,67,1,1
8727,62,3,1
11253,78,1,0
7358,23,4,1
13937,26,1,1
12671,21,1,0
19229,63,3,1
18042,17,2,1
11291,20,6,1
12003,25,2,0
2914,81,3,1
343,19,5,0
2323,18,6,0
17519,50,5,1
18906,2,2,0
16667,55,1,0
15249,74,1,1
3917,67,2,1
19503,38,6,1
99,77,2,0
1163,87,1,1
15900,6,4,1
1275,56,1,0
17282,60,1,1
9383,46,3,0
13421,48,1,0
8052,38,3,1
899,9,4,1
13047,62,5,1
9698,38,6,1
16025,18,4,1
17138,96,2,1
5035,85,2,1
2107,42,6,1
7172,21,4,0
967,41,4,1
12838,70,1,1
11015,62,1,1
1983,74,4,0
1779,40,1,1
1909,4,3,1
17103,58,1,1
9098,4,1,1
12268,20,2,1
16282,74,4,1
16138,44,3,1
16684,68,4,0
4686,72,3,1
16732,46,3,1
7479,2,3,1
6280,36,5,1
18281,7,6,0
5934,73,1,1
18140,54,2,1
14881,44,6,1
9811,43,3,1
13513,95,2,0
5120,76,1,1
13232,94,1,0
2308,30,1,1
10855,49,2,1
15525,20,3,1
4107,83,4,1
18243,58,3,1
11096,39,3,1
16788,43,4,1
9553,91,1,1
10790,63,2,1
758,98,2,0
2826,23,6,0
4003,83,3,1
8073,57,2,0
4137,14,3,1
8818,57,1,1
7582,34,3,1
8252,54,3,1
1076,22,2,0
12853,92,4,0
5211,13,6,1
8145,1,6,1
3274,51,3,1
9514,13,5,1
17027,26,7,1
14280,7,2,1
2284,92,4,1
19134,5,2,1
1132,78,1,1
13843,57,2,1
4051,79,1,1
16883,84,4,1
2670,60,3,1
18312,43,1,0
17919,22,1,1
13852,97,1,0
7355,91,5,1
3416,92,5,1
15507,14,1,1
3106,22,2,1
5830,100,1,1
7084,75,4,0
3805,36,3,1
6995,38,5,1
1287,75,3,1
13452,89,6,1
13869,16,7,1
15438,91,3,1
10850,26,2,0
6108,34,5,1
11637,63,1,1
17718,26,5,0
2665,64,3,0
6964,11,2,0
5630,41,7,1
15239,82,5,1
14945,95,1,1
14818,37,4,1
6767,42,1,0
3849,15,1,0
9780,69,4,0
3779,71,1,0
13440,19,6,1
8548,8,1,1
14133,83,3,1
3070,38,1,1
12786,45,5,0
471,52,2,1
16657,49,1,1
16015,22,5,1
12846,72,4,0
12210,96,6,1
6215,6,3,1
9246,17,2,1
1679,24,1,1
7594,27,6,0
16126,54,1,0
2266,11,1,1
17361,32,2,1
18105,9,2,1
1296,50,2,1
10572,35,1,1
9142,10,4,0
16249,74,1,0
10694,64,2,0
15344,91,2,1
18980,94,1,1
12886,39,3,1
18954,50,2,1
705,38,5,1
3861,41,1,1
658,69,5,1
19574,63,3,1
14538,29,7,1
17053,4,2,1
17781,75,1,1
14173,24,4,1
5043,68,7,1
18426,52,1,1
6626,25,3,1
6033,79,6,1
16453,99,1,1
4157,55,7,0
2284,74,4,1
10130,4,4,1
19045,37,3,1
14498,28,4,0
1304,55,6,1
13726,71,5,1
17251,25,1,1
2086,93,2,1
15123,80,5,1
16017,89,1,1
693,81,3,0
9719,81,6,1
9921,66,2,1
14663,57,1,1
7183,29,2,1
19550,5,5,1
2224,28,2,0
15711,45,4,1
14988,65,4,0
6595,56,1,0
5577,100,4,1
14426,44,1,1
16565,98,2,1
6825,12,2,0
3727,38,5,0
11776,56,2,1
4032,71,5,1
58,77,4,1
4718,74,4,0
1087,69,2,0
16770,89,1,1
19284,95,2,1
11322,75,3,1
1653,91,2,1
2929,53,3,1
6480,93,4,1
10671,87,7,1
696,44,2,1
7973,41,1,1
6963,79,2,1
9984,79,3,1
5055,44,3,0
18055,90,5,1
2250,68,1,1
4702,37,3,0
1693,19,3,0
4207,84,3,1
14474,42,1,0
16909,90,1,0
13825,83,1,0
3943,30,4,1
1576,15,5,1
13652,31,6,0
13685,78,3,1
4281,97,5,1
16898,15,4,1
10941,70,1,1
14215,47,2,0
17475,64,2,0
12321,68,2,1
9844,49,1,1
16139,39,3,0
8634,69,1,1
11867,42,3,0
18708,88,6,0
7976,94,1,1
15778,12,4,1
17038,50,1,1
14836,40,5,0
11136,100,1,1
1437,74,3,0
14164,79,4,0
2275,16,5,1
7513,65,4,1
2224,55,3,0
6877,72,1,1
8466,68,4,1
7301,21,3,1
18829,46,3,1
5021,87,6,1
1074,78,2,1
17768,93,3,1
18204,48,5,1
17061,89,3,1
18568,4,3,1
8664,86,4,1
3749,11,3,0
4809,2,2,1
6282,13,4,1
10819,17,5,1
3162,7,1,1
15790,1,5,0
11278,16,3,1
11789,63,1,1
19501,36,3,0
3149,96,1,0
14006,26,2,1
15566,38,2,0
3150,68,3,1
6349,36,5,1
12305,81,1,1
2270,96,1,1
13058,19,1,1
18589,61,2,0
287,16,3,1
4180,30,2,1
13655,99,3,1
6439,92,3,1
11118,76,1,1
13959,91,2,1
11518,65,3,1
10314,58,1,1
17087,50,6,1
14215,15,3,1
2488,60,5,1
3551,3,2,0
6087,45,5,1
12346,73,4,1
19378,37,7,0
11021,38,7,1
13021,21,4,1
15611,74,3,1
11455,7,1,0
17469,95,6,0
9744,35,7,1
9092,91,2,0
3098,86,1,0
7818,28,3,1
3035,66,1,1
15340,96,4,0
3126,80,5,1
12261,75,1,1
12940,89,4,1
2136,1,4,0
14086,52,4,1
12347,87,1,1
16239,78,1,0
16239,55,1,0
2083,24,2,1
3424,3,5,1
3474,59,2,0
3410,82,3,1
3210,85,7,1
18527,85,5,1
14660,54,1,0
15328,61,1,1
9618,17,1,0
1588,75,5,0
1940,71,1,0
9323,10,3,1
10588,40,1,0
1110,34,2,1
8061,5,5,1
10989,10,2,0
18157,19,1,1
3687,60,4,0
5757,34,3,1
15106,65,5,0
5016,69,6,1
3286,16,3,1
7145,62,3,1
12613,85,4,1
4504,89,5,1
914,16,1,0
17437,25,1,1
13516,70,1,1
17352,9,4,1
14572,72,2,1
9123,7,2,1
15392,100,1,1
9748,87,2,1
5348,47,4,0
17889,35,2,1
12354,43,6,0
11418,40,1,1
18714,23,4,1
5544,44,1,1
2090,90,4,1
19312,86,3,1
12071,77,5,1
11530,53,1,0
11700,31,4,1
17331,7,1,1
789,88,3,1
18102,17,1,1
14963,50,6,1
5663,94,5,1
1886,35,3,0
19715,32,4,1
8455,70,2,0
349,72,1,1
8059,65,1,0
7636,79,4,1
2960,13,3,1
19328,11,3,1
4970,37,2,1
5124,86,3,1
10526,27,2,1
5256,23,4,1
8157,37,1,0
18503,45,3,1
16367,6,4,1
11102,32,7,1
1103,32,3,1
10050,65,6,1
71,58,5,1
14071,85,2,0
6905,20,6,1
345,38,4,1
17139,41,1,1
6215,28,5,0
17964,70,6,1
15279,71,1,1
13628,30,1,1
84,96,4,0
13456,59,1,1
13716,45,2,0
6968,51,5,0
6627,60,3,1
1939,78,1,1
5248,21,2,0
17479,59,2,1
3247,50,1,0
19,63,1,1
928,46,1,1
12380,84,4,1
6711,15,3,0
14293,4,2,1
11689,73,2,1
10354,43,1,1
8910,44,2,1
3745,78,1,1
7670,8,2,1
11429,55,3,1
4658,28,2,0
15835,59,2,0
11932,43,4,1
15534,92,2,1
12908,51,6,1
5901,79,3,1
8680,95,1,0
4580,54,2,1
12461,70,1,1
5431,54,1,1
5093,71,6,1
1029,38,4,0
11898,49,3,1
17075,80,1,1
7913,76,2,1
7576,43,1,1
15590,6,3,1
12856,28,5,1
19912,20,3,1
7998,48,3,1
5862,10,1,1
7810,99,4,1
1312,43,2,1
14054,8,1,1
4576,38,1,1
7197,77,1,1
10430,69,3,1
3702,2,2,1
17117,90,2,1
6794,48,4,1
11381,33,4,1
1441,8,4,0
6213,44,1,1
7037,89,3,1
11692,14,4,0
18389,63,3,0
16922,94,3,1
5524,91,2,1
2236,31,1,1
632,19,1,0
2119,27,1,0
554,13,6,0
7975,52,3,1
12806,19,3,1
16946,91,1,0
9990,25,1,1
19864,85,5,0
1754,95,1,1
16840,13,6,1
13424,64,1,1
19404,86,7,1
12685,65,1,0
7859,94,4,1
19638,62,4,1
16161,58,4,1
869,17,2,1
4149,24,2,1
19473,60,2,1
13277,79,7,1
10731,90,2,1
5604,76,1,1
1203,93,7,1
14357,50,5,1
12518,70,1,1
11155,93,4,1
7591,37,4,1
13085,94,5,0
6119,28,1,1
15371,40,2,1
454,60,4,1
15872,72,2,0
6600,8,2,1
15920,90,7,1
3385,16,1,0
7779,44,4,1
10069,11,6,1
18136,39,1,0
10298,14,2,1
2468,48,5,1
11670,79,3,1
10618,88,2,1
5924,30,2,1
6477,7,2,0
13245,34,4,1
11446,48,2,0
1030,51,4,0
10741,35,5,1
19693,61,2,1
11634,65,2,1
7116,32,1,0
9203,71,1,1
14950,22,1,1
7539,57,8,1
7884,17,2,0
16340,42,3,1
9569,51,4,1
19970,92,2,1
12883,8,1,0
8114,35,2,1
7634,93,3,1
10954,40,2,1
3088,48,1,1
19703,79,4,1
2155,36,2,1
4526,68,4,1
16742,19,6,0
16846,1,1,1
6176,96,4,1
6006,41,5,1
13242,19,2,0
1956,53,2,1
4205,28,2,1
13832,35,1,1
16561,8,2,0
17927,41,2,1
3153,24,4,1
16303,71,5,1
19411,77,2,1
10268,97,4,0
13535,73,3,1
9272,63,2,0
16478,15,2,1
7438,63,5,1
1344,43,4,1
5354,16,5,1
804,58,3,1
7967,34,4,1
1582,72,3,1
16620,76,4,1
2952,32,1,1
16885,90,2,1
4881,11,2,1
19772,62,3,1
6624,3,2,1
16408,37,3,1
8235,90,2,0
1618,11,4,1
1860,14,1,1
1518,39,4,0
1492,26,2,1
19182,19,5,1
478,32,5,1
16660,36,2,1
10228,81,4,1
550,55,3,0
19818,47,4,1
10480,49,4,1
7353,85,1,0
6585,77,2,1
12681,5,4,1
14476,65,2,1
11712,3,1,1
7784,99,5,1
14197,47,5,1
12065,48,3,0
6023,19,1,0
8794,56,1,1
19517,28,3,0
16355,73,1,0
8420,90,1,1
1753,86,4,0
14105,28,1,1
5870,90,5,1
9554,5,1,1
3320,91,1,1
3529,73,1,1
12386,1,4,0
8422,1,2,0
17623,71,1,1
16409,46,3,0
16990,25,1,1
12795,46,4,0
199,93,4,0
18222,87,3,1
3108,6,2,1
16838,31,4,1
14692,59,3,1
1697,13,5,1
7780,74,3,1
14418,66,1,0
19295,31,2,1
1146,90,6,0
16510,6,5,1
18893,35,4,0
13593,4,2,1
5109,39,3,1
4975,88,3,0
5606,47,1,0
12564,91,4,1
10056,72,1,1
17068,60,1,0
19565,100,1,1
10728,12,1,1
11128,60,2,1
7984,67,1,1
139,42,3,1
14010,43,7,0
10900,60,2,0
6647,41,4,1
9671,3,4,1
3880,3,1,1
3989,79,3,1
1854,80,2,1
2982,14,2,1
4507,11,4,1
11593,16,3,1
1485,47,2,1
16492,41,1,0
10,13,1,1
1261,67,4,1
15761,31,3,0
6777,16,4,1
147,33,4,1
8193,72,6,1
6962,89,7,0
13082,72,1,1
3138,38,1,1
2270,17,5,0
6543,19,6,1
9204,77,1,0
3998,80,2,1
17574,14,2,0
6289,58,4,1
18484,41,3,1
19544,23,5,1
6189,1,4,0
778,77,1,1
4975,68,1,1
2758,55,1,1
19493,98,5,1
17807,36,3,1
9617,98,5,1
19882,56,5,1
27,77,1,0
19941,96,1,1
790,94,5,1
3982,85,2,0
10863,28,5,1
2385,92,2,1
14117,38,1,1
15328,14,1,1
9504,3,1,1
12349,78,1,1
1451,15,2,1
13053,90,3,1
10771,60,5,1
8743,47,3,1
13874,11,3,1
2727,95,4,0
16579,8,6,1
3897,31,4,1
14315,64,5,1
12234,49,1,1
8144,23,6,0
12945,28,5,1
15132,4,4,1
6165,94,6,1
1814,68,4,1
10357,94,1,1
12912,19,4,1
16247,58,1,1
19801,9,4,1
16777,60,1,1
8154,11,3,0
18239,30,3,0
7365,29,1,1
9675,93,4,1
3799,11,3,1
1831,7,6,0
3243,53,3,1
3104,99,3,1
6086,11,6,1
16358,89,1,1
9085,41,2,0
6386,12,4,1
18832,8,3,0
14836,69,2,1
1784,77,4,1
7559,36,1,1
19506,92,2,1
17080,72,2,1
2904,1,5,1
16313,11,2,1
8889,81,2,1
8413,30,6,1
2769,66,1,1
18992,37,1,1
14069,40,1,1
7717,100,5,1
4951,19,5,1
15259,85,2,1
11578,83,6,0
5573,77,2,1
7889,62,1,1
3515,73,6,1
15226,60,1,1
13741,82,5,0
8996,51,6,1
17078,3,2,1
15716,100,4,0
13357,42,1,1
5243,82,2,0
11362,41,2,0
8975,2,2,1
12607,29,2,1
4405,68,5,0
2279,13,1,1
14091,58,3,0
9738,39,4,1
10664,66,4,1
12376,24,2,1
19369,91,5,1
12140,80,4,1
657,99,4,0
5354,88,1,0
19679,70,4,1
393,76,3,1
7805,31,3,1
11473,60,1,1
16987,47,6,0
19071,11,1,1
1543,28,3,1
3672,90,3,1
13990,82,6,1
15562,46,5,1
1162,90,4,1
14736,15,3,0
8121,2,4,1
8982,16,1,1
5552,2,4,1
7960,47,1,1
10619,95,2,1
10710,44,2,0
15024,55,3,0
12856,80,4,0
11111,29,1,1
17277,11,7,0
13578,65,7,1
225,85,1,1
10641,66,1,1
7344,21,3,1
14484,76,1,1
16297,70,6,1
12266,56,6,1
6001,10,1,1
2291,99,2,1
9582,100,3,0
3837,68,4,1
13873,97,2,1
462,3,5,1
14279,46,4,1
14786,44,3,0
11411,66,1,1
8569,71,4,0
13284,83,1,0
19273,49,4,1
5372,44,4,1
16360,59,2,1
19609,57,2,1
17889,97,3,0
2771,81,2,1
10981,23,2,0
191,34,4,1
2090,93,1,1
1071,6,1,1
13516,33,1,1
17375,70,3,0
13081,78,2,1
7366,16,3,1
380,39,5,1
8245,67,1,1
659,75,3,1
5788,36,2,1
12594,21,5,1
6322,85,3,1
11508,96,4,0
2611,92,1,1
11499,11,3,1
18207,60,2,1
10181,86,5,1
2712,59,4,1
7918,82,4,1
532,93,4,1
3043,56,3,1
10756,59,3,1
5359,9,3,1
12822,36,4,1
3309,94,1,0
7665,83,3,1
8442,99,1,1
6700,38,1,0
5413,12,2,1
14152,43,3,0
2455,22,5,0
1659,21,5,0
17509,29,6,1
11530,6,3,1
1153,79,3,1
2819,28,3,1
13935,16,4,1
13981,65,2,1
16902,42,4,1
17373,23,1,1
6888,17,3,1
17972,43,3,1
9260,93,2,1
13860,81,1,1
7063,3,4,1
16270,2,1,1
15879,10,1,1
19352,57,3,1
15384,88,4,1
10978,52,1,1
14926,17,4,1
5189,15,3,1
13166,72,1,1
16050,19,1,1
1177,36,5,1
19137,87,1,1
5773,64,3,1
3353,37,1,0
16028,54,5,1
11468,37,1,0
9939,3,1,1
15864,36,5,1
19802,35,1,1
5841,92,3,1
3336,80,5,1
1771,26,4,1
15470,18,2,1
2293,24,3,1
9965,36,8,1
2832,98,3,1
12285,75,2,1
14107,44,6,0
17220,69,1,1
19743,39,4,1
5773,87,2,1
10524,28,1,1
14238,93,2,1
4831,52,3,1
13750,21,6,0
10191,57,4,0
10885,54,1,0
1088,88,1,1
19131,7,1,1
15388,85,4,0
2880,33,1,1
17533,26,3,0
9955,13,4,1
6226,88,5,1
1041,37,2,0
1956,22,1,1
8994,5,4,0
4848,45,1,1
15115,60,4,0
14791,44,3,1
1052,87,1,0
7260,78,7,0
7356,23,1,1
10960,70,2,0
7450,66,1,1
19751,36,1,1
2079,71,2,1
3660,99,1,1
17113,44,4,1
1880,13,5,0
332,90,1,1
11541,85,3,1
19845,100,3,0
12142,95,3,0
11304,92,6,0
1197,14,2,0
12584,41,4,0
11962,87,2,0
16134,8,5,1
17910,51,1,1
14808,12,1,1
4126,4,6,1
16435,57,3,0
1344,22,1,1
188,33,5,0
1895,72,4,0
15836,24,5,1
9100,25,1,1
1514,80,4,1
10799,28,3,1
13302,46,8,1
17542,23,1,1
16384,43,4,1
107,6,1,1
5675,12,1,1
16887,14,5,1
18675,32,1,0
18468,59,1,1
17693,95,3,1
15293,61,6,1
9121,90,5,1
5772,44,1,1
13373,14,2,0
2038,65,3,1
15172,88,5,1
19528,52,9,1
7898,40,3,0
10675,9,3,1
2043,33,2,1
213,28,2,1
4082,7,3,0
4380,85,5,0
7843,5,4,1
5138,76,3,1
19503,37,3,1
13755,30,2,1
13294,19,3,0
16820,21,1,1
10706,97,1,1
13482,19,2,1
1610,76,5,1
2513,95,3,1
11566,99,1,1
3278,53,7,1
11332,23,1,1
14256,4,1,1
17650,100,5,0
3928,57,2,1
605,12,1,1
9732,66,4,1
10729,10,4,1
5204,4,1,1
10686,7,6,0
18069,43,3,0
7523,74,3,0
16960,2,2,1
10705,48,5,1
5346,43,5,1
17207,3,2,1
16662,23,2,0
12364,73,1,1
14039,83,1,0
12147,44,4,1
5916,72,3,1
5812,26,1,1
11284,79,3,1
15334,64,1,1
13840,49,3,1
4423,15,6,1
1869,87,4,0
11408,26,1,0
669,50,1,1
14491,51,3,1
12184,96,3,0
18247,73,1,0
9693,21,4,0
9985,79,3,1
3067,71,5,1
882,42,1,1
15986,90,1,1
17164,64,4,1
4531,51,1,1
1804,4,1,0
16016,6,3,1
4647,45,3,1
19737,30,6,1
7220,66,1,1
7096,75,3,1
16152,94,3,0
17400,9,1,1
7478,96,1,1
13195,90,3,1
10867,11,1,1
6831,30,4,1
5996,32,2,1
2997,28,3,0
2917,67,1,1
16606,31,1,1
13542,97,4,1
18497,34,4,1
2383,6,7,1
6455,11,2,0
3031,47,3,0
16955,22,6,1
19697,6,1,0
434,58,2,1
142,21,2,0
5815,4,7,1
2580,38,2,1
19928,97,6,1
4999,27,2,1
15828,15,3,0
17219,49,3,0
13140,55,2,1
6057,35,4,1
11990,47,1,1
13602,98,2,1
11741,25,1,1
13837,98,1,0
9196,43,4,1
2347,85,1,1
17657,84,1,1
18477,17,5,1
14585,5,2,0
19716,99,4,1
9768,96,4,0
12887,9,1,1
13086,21,2,1
9133,58,8,1
15402,44,2,0
3408,52,1,0
18776,87,2,1
4884,91,1,1
18941,6,2,0
19772,7,2,1
3446,76,4,0
9768,54,4,1
1822,51,3,1
6800,88,1,1
19335,22,3,0
2800,20,6,1
7279,16,2,1
2340,4,5,1
15905,69,2,1
13838,4,1,1
11429,32,1,1
7019,32,4,1
14885,67,1,0
1364,60,4,1
10823,36,5,0
19888,82,1,1
3174,7,2,1
4593,56,3,1
7674,5,2,1
4126,44,4,1
3095,14,2,1
13237,94,4,0
9103,28,3,1
2363,13,3,1
6412,4,1,1
10072,76,1,1
15636,50,3,1
13295,52,1,1
16996,31,3,1
5292,80,3,0
18866,18,1,0
1485,20,4,0
13421,18,5,0
10049,67,1,1
19596,4,3,0
16794,22,2,1
4558,97,3,1
13885,23,3,1
12695,94,4,0
556,36,2,1
18039,18,1,0
6879,85,4,0
3949,45,1,1
10401,20,2,1
6236,88,3,0
3412,6,3,1
4716,71,1,0
11162,32,4,1
8055,51,3,1
14211,22,1,1
7332,64,1,1
9706,97,1,1
7891,26,2,0
19820,29,3,0
19050,1,2,0
11442,52,1,1
12784,90,1,1
10857,93,3,0
8849,85,2,1
6303,32,1,1
17383,96,1,1
10016,61,2,1
16799,76,1,1
11256,8,3,1
11865,41,5,1
10426,67,4,0
18121,76,5,1
6921,100,6,1
17164,60,4,1
2587,7,2,1
6286,1,4,1
10236,61,1,1
17713,15,5,1
7899,67,5,1
16660,95,5,1
868,13,1,1
11974,6,6,1
10857,74,2,1
9295,51,3,1
8589,40,1,1
8119,61,4,0
17334,97,2,1
4689,83,6,1
15311,70,1,1
18182,94,1,1
12129,69,4,1
56,35,5,1
5709,96,2,1
3375,21,1,1
16664,12,5,1
9997,43,7,1
2760,91,1,1
6901,63,3,0
5163,93,4,0
2871,36,4,1
16427,22,6,1
6189,86,4,1
585,44,4,1
16662,61,1,1
14211,75,5,1
1678,58,4,0
7656,41,9,1
1198,62,4,1
11446,27,3,1
5555,60,5,1
7320,6,5,0
3075,5,5,1
18757,57,6,1
11909,78,3,1
10948,3,3,1
9563,68,2,1
2596,10,3,0
12355,11,7,1
12220,59,2,1
9515,59,4,1
19248,35,4,0
17780,26,5,1
16681,47,3,1
7066,1,3,1
6686,8,3,1
8435,64,5,0
13927,27,1,0
16781,39,6,1
16093,86,4,0
2848,56,6,1
2745,5,3,1
16647,69,4,0
5438,15,3,1
4296,33,4,1
3895,22,7,1
6472,47,4,1
8794,48,4,1
8043,46,6,1
17779,40,1,1
12572,70,3,1
13661,68,5,0
13621,92,5,1
15518,26,7,1
13043,15,1,1
953,52,1,1
13690,18,1,1
6905,38,1,1
13153,10,1,1
14668,98,1,1
14860,54,2,1
4253,8,5,1
9778,63,2,1
4246,98,3,1
17890,65,1,0
8494,83,3,0
7186,85,1,1
15734,51,4,0
8410,19,2,1
11546,53,3,1
13171,40,1,1
17141,1,2,0
15895,57,4,0
9486,77,5,0
8493,28,5,1
9869,60,6,1
11631,23,1,0
10986,75,1,1
10520,33,2,1
7515,23,2,1
6018,100,5,1
2417,63,3,1
11392,79,3,1
5169,13,4,1
7844,10,1,1
13054,91,4,0
6550,80,2,1
14884,18,3,1
12862,22,1,1
4877,99,2,1
7486,1,3,1
4037,78,3,1
17052,9,1,0
9543,32,1,1
10272,20,5,1
15017,71,3,1
2251,72,3,1
9507,42,4,1
11065,54,2,1
16139,87,4,0
2336,23,6,1
14349,44,2,0
18823,16,5,1
13591,51,3,1
16416,12,3,1
77,28,4,1
19166,75,1,1
1502,49,1,1
4356,22,5,1
8848,54,3,1
2692,17,1,1
5683,92,3,0
6256,64,4,0
15607,50,5,1
4635,4,4,1
13902,58,5,0
9718,90,1,1
19705,57,5,1
5575,94,3,0
19305,49,1,1
12010,84,6,1
15252,28,1,1
11207,4,2,1
7636,58,2,1
3233,16,3,1
12136,32,2,1
5650,44,2,0
6422,16,5,0
11027,58,2,1
7378,84,5,1
2356,93,7,1
693,41,1,1
13380,70,5,1
1320,12,1,1
16072,16,2,0
4110,51,4,1
7723,99,6,0
16574,97,1,1
5956,65,1,1
19105,67,4,0
7752,44,5,1
14614,51,5,1
4728,56,2,1
5528,66,1,1
1021,27,6,1
4182,20,7,1
6496,49,4,1
13009,28,1,1
7161,35,1,1
3766,87,5,1
13686,39,5,1
19997,74,1,1
17,41,1,0
16686,73,5,0
9748,97,1,1
8298,75,4,1
1587,46,5,1
8033,12,1,1
7036,34,3,0
4255,20,2,0
7481,16,7,1
11643,42,4,1
17751,70,1,1
3344,72,1,1
9708,80,1,0
15923,4,3,1
19914,14,3,1
11097,25,5,1
1246,15,1,1
18743,53,7,1
13981,99,4,0
10704,18,7,1
9264,1,1,1
7379,53,1,1
17282,100,8,1
5338,99,3,1
3642,67,4,1
6912,1,5,1
418,5,2,1
8181,62,2,1
12978,16,3,1
1741,36,4,1
15957,42,2,1
5184,30,2,1
9704,73,3,1
3929,24,3,1
8307,53,6,1
6406,89,2,0
17445,42,2,0
6442,9,1,1
17209,2,3,0
9002,54,3,1
8527,56,5,1
10789,7,2,1
13848,85,2,1
17,58,6,0
1995,83,1,1
13230,96,1,0
14618,84,1,1
784,83,3,1
4582,12,1,1
11625,72,3,1
10753,8,4,1
16205,18,1,0
836,65,2,1
2970,87,5,1
3596,71,4,1
3431,37,1,1
3902,90,2,1
4242,53,1,1
8892,70,4,1
19141,38,3,1
54,42,4,1
660,39,3,1
17441,68,7,1
6343,46,6,0
16281,17,5,0
7560,54,2,1
15686,25,5,1
508,50,3,1
19461,10,7,1
18320,10,1,1
4551,77,4,1
263,70,5,1
8053,39,1,1
10220,24,3,1
10082,60,5,1
13854,9,3,1
8105,64,3,1
10402,61,6,1
4986,19,7,0
17194,76,4,0
14325,92,5,1
6446,90,2,1
17962,26,4,1
19628,87,1,0
7499,24,1,0
17170,28,3,0
16560,98,1,1
3650,21,3,0
9756,26,6,1
7919,33,3,1
2663,22,2,1
6432,36,2,1
18911,84,1,1
13221,44,3,1
5776,17,4,0
8236,89,3,0
4458,42,2,1
19874,60,5,1
4238,76,3,1
1283,14,4,1
15924,13,3,1
861,87,1,1
16698,70,3,1
6556,96,1,1
10628,74,3,1
3112,34,2,1
6807,50,4,1
18633,81,2,0
4620,8,1,1
15936,63,1,1
19759,54,5,1
15262,78,1,1
10036,1,1,0
3856,75,2,1
2652,69,6,1
7268,62,5,0
11614,22,5,1
13463,95,4,1
8119,55,1,0
9735,32,4,1
18555,50,4,1
19052,95,4,1
19011,72,3,1
13163,55,2,1
16568,3,7,1
12104,21,1,0
1760,9,1,0
5031,90,1,1
7100,37,6,1
1065,93,1,1
13965,82,1,1
17230,52,2,0
19352,49,2,1
13839,61,4,1
13789,36,1,0
18189,73,1,1
18447,66,3,1
9190,44,2,1
8831,16,1,1
1008,55,2,1
16861,51,7,1
8601,14,1,1
10997,50,1,1
10835,19,7,0
8360,60,3,1
10190,61,1,1
12749,62,3,1
16499,10,3,1
3151,69,1,0
7640,38,4,1
898,63,3,1
15577,63,4,0
347,3,2,0
11560,99,2,1
8457,51,4,1
9082,100,1,1
10383,14,4,1
18954,89,3,0
12919,62,3,0
12247,43,1,1
14567,53,6,0
7995,3,1,1
16325,1,1,1
15793,4,2,1
6342,50,5,1
10189,83,4,1
11525,47,2,1
6418,31,3,1
17761,39,4,1
6129,16,3,1
13632,56,4,1
11771,50,6,1
14681,40,1,1
498,50,3,1
19720,55,1,1
5821,54,3,1
11797,78,1,1
7856,59,1,1
5688,66,1,0
2746,37,2,1
8806,93,4,1
18048,21,5,1
13149,17,2,0
16374,89,2,1
10526,52,4,1
6640,94,2,1
19344,45,1,1
12599,58,2,0
1645,58,3,1
19408,32,4,0
7117,79,2,1
11799,74,1,0
3084,50,1,1
13679,81,1,1
17633,16,8,1
13407,92,5,1
9681,35,3,1
17438,96,3,1
252,96,2,1
9768,11,1,0
563,28,2,1
13064,45,5,0
12811,45,2,1
3712,78,4,1
