user_id,savings_id,savings_product_views,savings_applied
13616,92,1,0
6644,83,3,0
19474,43,3,1
10923,44,5,1
5988,58,1,1
18296,52,4,0
15512,96,3,1
9441,91,2,0
1675,55,3,1
12362,97,4,1
8322,53,1,1
6526,23,1,1
6276,10,1,1
2233,48,4,1
1310,71,6,1
15078,9,2,1
6001,69,2,1
2919,76,6,1
13211,23,4,1
5093,42,4,1
13586,87,5,1
7257,70,2,1
6219,100,2,1
15597,96,2,1
11864,59,2,1
14872,92,1,1
7998,94,1,1
1843,77,3,1
6331,7,1,1
6744,22,7,0
18967,91,2,1
3332,67,5,1
3856,85,1,1
10289,50,3,1
7720,84,1,1
11334,46,4,1
4654,62,1,1
8069,53,4,1
18892,32,4,1
15825,5,5,1
19738,31,1,0
10188,66,3,1
2517,97,3,0
2238,94,1,0
10535,11,2,1
4362,3,2,0
1939,18,2,1
13151,55,3,1
10755,68,2,0
16426,67,4,1
17589,54,3,1
12671,15,1,0
7785,73,3,1
2800,76,4,1
15206,55,1,1
12740,67,7,0
11907,60,5,1
19048,26,2,1
5061,6,3,1
5243,8,2,1
17205,39,2,1
1898,56,2,1
17239,89,1,1
17165,32,4,0
19701,74,6,1
5821,72,5,1
37,48,2,0
4458,41,5,0
7834,84,1,1
11882,98,3,1
11615,71,3,1
7396,45,5,1
2422,10,3,0
6586,10,2,1
14308,82,4,1
7635,85,1,1
10009,77,2,1
9454,7,1,0
11866,13,1,0
3028,93,1,0
9016,26,1,0
1482,15,4,0
1891,87,1,1
3451,19,1,1
14762,63,1,1
9453,57,1,1
11278,41,3,1
4561,79,2,1
17944,39,2,1
3060,18,2,1
9575,87,1,1
6381,25,4,0
4797,27,1,0
12381,73,5,0
730,92,6,1
7906,39,2,0
9165,72,4,1
4113,76,6,1
16181,74,4,1
15747,96,2,1
8999,75,4,1
2804,53,4,1
15982,41,6,1
18302,78,4,1
14882,88,1,1
15232,70,1,0
8343,2,1,1
7609,37,3,0
113,92,4,1
4756,39,1,1
9921,9,1,1
10427,36,2,1
9157,49,1,1
19716,63,1,1
12818,64,1,0
8340,60,3,1
15639,3,3,0
4717,54,4,1
18796,36,5,0
10328,45,1,1
1749,72,2,1
18634,31,3,0
18617,14,2,1
4991,75,1,1
13213,11,1,1
13173,99,2,1
19574,20,5,1
18907,21,1,0
18377,75,3,1
16467,17,5,1
9399,68,2,1
3948,32,2,1
14657,93,3,1
353,45,7,1
5758,15,2,1
16497,44,2,0
2635,14,2,1
17616,54,2,1
2112,27,3,0
13365,11,3,1
3277,67,8,1
11015,73,5,0
7229,27,2,0
191,24,2,1
19435,85,1,0
5769,26,4,0
2765,36,4,1
4384,85,3,1
3764,70,1,0
14544,68,1,0
16116,34,1,1
12408,96,4,0
10091,39,2,1
4749,84,3,1
18176,98,4,1
3563,26,2,0
9349,54,6,0
17590,56,4,1
14736,43,3,1
18014,53,3,0
14080,46,4,0
2792,30,1,0
16223,19,4,1
5632,81,1,0
3644,3,1,1
9625,25,4,1
8251,83,3,0
13864,87,1,1
7168,76,2,0
3033,51,2,0
8935,82,2,1
7882,36,1,1
6550,60,1,1
17507,67,4,1
2161,78,2,1
19894,60,3,1
7335,65,1,1
10904,97,3,1
18574,84,4,1
18742,28,6,1
8888,90,4,1
19423,89,5,1
7165,31,4,1
15156,34,5,0
2417,62,4,1
11150,58,4,0
6444,35,2,1
553,19,5,1
12513,1,2,1
15333,87,2,0
3576,72,1,0
4618,54,1,1
1535,34,1,0
4589,25,2,1
12102,5,6,1
2158,55,5,1
1263,82,1,1
11863,34,4,1
3935,35,3,1
18033,19,4,1
19249,42,3,0
12934,71,2,0
12154,28,1,1
13627,85,2,1
2002,63,2,1
13891,68,3,0
3952,69,6,0
19960,27,1,0
17865,9,3,0
706,62,4,0
6541,66,1,0
13556,30,1,1
10676,48,5,0
13511,54,3,1
10803,96,4,1
16341,45,3,1
5451,61,1,0
9128,68,6,0
13155,60,2,1
12181,44,3,1
15516,92,2,0
16705,58,2,1
8373,12,1,1
11677,45,3,0
4836,88,1,1
14476,86,4,1
8701,55,1,0
12445,43,3,1
3878,33,3,0
9146,15,2,1
3673,55,1,1
4187,31,3,1
4302,20,4,1
6291,12,1,1
71,98,2,1
14645,54,2,0
15637,40,1,0
17825,39,3,0
12184,34,1,1
4813,54,1,1
13533,56,4,1
7838,97,3,1
15004,95,6,1
17497,85,6,1
19638,51,6,0
12073,27,1,1
14288,32,4,1
8041,25,1,1
6564,47,7,0
7640,7,4,1
12352,14,1,1
16837,5,4,1
15120,96,1,1
17432,29,3,0
15593,93,4,1
9407,27,7,1
10233,90,2,1
19644,56,6,1
5361,6,1,1
9220,33,4,0
7887,23,1,0
7950,3,6,1
541,83,3,0
5172,39,5,1
6829,59,2,1
18850,60,3,0
4893,46,1,0
6039,97,1,1
15360,41,7,0
14984,61,1,1
13255,91,3,1
18246,13,7,1
13899,22,4,1
12692,97,4,1
1285,55,4,1
7669,56,7,1
3452,98,3,0
871,78,5,1
8431,38,3,0
13495,9,8,1
12447,15,4,1
16982,88,3,1
18221,74,1,1
8358,23,2,0
1220,7,1,0
17318,35,1,1
14290,35,1,0
8461,48,3,1
2768,16,2,1
5418,95,1,1
3642,3,3,1
2944,60,6,0
18773,72,5,1
10068,1,5,1
170,72,2,1
5913,69,1,1
17143,83,4,1
12235,24,2,0
17348,46,4,1
13831,85,2,1
1929,13,3,1
3341,9,2,1
13799,67,3,1
7273,37,3,0
8129,51,3,1
15299,88,1,0
17602,45,3,0
3190,94,3,1
7288,25,6,1
19691,57,6,1
12311,89,5,1
10172,61,3,0
14062,81,4,1
9259,40,1,1
1399,38,4,0
6683,6,6,0
3477,44,7,1
19201,43,3,0
3957,16,3,1
4056,28,2,0
5076,1,3,1
12101,57,6,0
551,47,6,1
19046,54,3,1
4649,40,4,0
8179,82,6,1
13587,61,1,0
4393,67,3,1
4129,8,3,0
8437,20,2,1
14495,87,3,1
14090,44,5,1
15351,10,4,0
15892,96,2,1
8351,65,1,1
12746,21,4,1
9328,34,4,1
4530,76,3,1
3337,67,1,1
5475,9,2,1
11470,98,2,1
6888,34,1,0
6444,34,3,1
4612,48,1,1
8461,3,1,1
18582,86,2,1
15313,5,4,1
6005,93,4,1
7019,33,5,1
17786,97,2,0
3874,58,5,1
16318,98,3,0
8272,38,2,1
13664,63,1,0
16028,80,4,1
10518,93,6,1
856,92,5,0
3029,80,4,1
7862,17,1,0
10293,93,2,1
4952,54,2,1
7836,63,1,0
8426,76,3,1
9970,45,4,1
14194,58,1,0
8400,3,3,0
17338,92,2,0
18086,76,3,1
7320,92,3,0
12949,100,2,1
17470,20,4,1
10266,97,1,0
15397,83,1,1
15005,69,6,1
14999,44,5,1
16360,63,3,1
5498,57,3,0
10399,81,1,1
7943,77,4,0
16210,76,3,1
11852,2,1,0
13975,14,7,0
13833,41,3,0
17341,33,3,0
11966,13,2,1
2565,12,3,1
19241,56,4,0
12586,15,1,0
9405,58,4,1
14859,100,4,0
7811,43,5,1
10842,92,3,1
13955,45,5,0
7813,92,2,0
3320,59,2,1
4574,72,4,1
9286,86,1,1
17253,10,3,0
3539,89,3,0
3937,18,1,1
5975,70,1,0
14734,19,4,1
1708,11,3,1
14831,23,5,1
16900,31,1,0
17798,66,3,1
2029,66,4,0
15464,40,2,1
7953,42,5,0
11022,3,1,0
8397,41,1,1
1646,61,11,1
5663,14,3,0
2970,51,4,1
1496,76,3,1
9765,56,1,0
10844,66,1,1
8234,82,2,1
15414,21,1,1
4700,59,3,1
7423,98,3,1
13192,19,2,1
6193,19,4,1
8719,100,4,1
10421,74,1,1
17286,43,1,0
18535,65,2,1
6440,35,6,1
13867,92,6,1
4255,65,4,1
10417,12,5,0
11470,84,1,0
18213,34,5,1
5869,27,3,1
6543,54,3,1
13675,41,4,1
15572,63,3,0
4553,58,1,1
7634,14,1,1
12740,20,6,1
5587,71,3,1
12068,5,2,1
19211,3,2,0
7046,64,3,0
3340,20,1,1
8111,47,4,1
1164,71,2,0
16343,92,3,0
11129,99,3,1
793,93,2,1
14867,30,3,1
1884,7,3,0
10775,49,2,1
7428,39,1,1
236,85,2,0
344,20,1,1
17825,32,2,0
3337,23,5,1
16442,22,5,1
15446,84,2,0
9646,74,3,1
18584,11,2,0
10974,71,2,1
3715,41,2,1
2801,73,6,1
6454,8,3,0
1551,13,4,1
12090,43,1,1
9227,30,2,1
5072,61,3,0
5228,50,1,1
12030,28,6,1
14715,81,1,1
2095,51,3,1
6084,97,1,1
6072,84,4,1
6981,5,4,0
7001,19,3,0
14586,41,2,1
11270,34,4,1
15384,6,1,1
12080,5,3,0
10685,6,4,1
8787,55,1,1
6829,74,1,1
4493,16,5,1
8524,3,4,1
16130,22,4,0
10932,53,3,0
16760,40,6,1
1875,37,1,1
7853,88,3,0
5518,11,4,1
6303,88,2,0
2686,62,4,0
18485,15,2,1
12482,34,1,1
10386,60,6,1
16578,86,1,0
13915,95,1,1
6762,84,1,1
16173,65,1,1
2744,95,3,0
14040,80,2,0
4767,89,1,0
4714,85,1,0
14187,84,3,0
8997,85,1,0
10649,35,4,0
8826,83,5,1
7529,21,3,0
17278,66,4,1
19403,32,1,1
4888,3,2,1
1608,78,5,0
12487,92,4,0
15787,24,2,0
6588,96,3,1
13813,53,8,1
8316,18,4,1
12480,18,2,1
13419,41,1,1
7341,87,1,0
14963,72,5,1
8206,57,4,1
6983,34,1,1
17894,69,6,0
8445,96,1,1
19712,17,4,1
9644,9,1,1
14325,92,1,1
13760,11,2,0
12571,90,2,1
15130,93,3,1
10365,62,4,1
13552,50,7,0
7972,70,5,1
6261,80,5,1
9956,95,1,1
15070,37,3,1
13676,30,1,0
8073,71,1,0
8846,96,1,0
14878,20,3,1
16993,86,3,1
3613,74,1,0
15374,84,2,0
6855,4,6,1
18538,100,6,1
4650,51,1,1
10959,93,1,1
4017,90,3,1
16526,81,1,0
3342,85,3,1
15014,30,2,0
12513,4,2,1
16165,2,2,1
10268,15,4,1
1374,70,3,1
17917,11,1,1
3257,44,2,0
5330,39,2,1
6798,71,1,1
4524,99,5,1
1359,37,1,0
2323,37,5,1
14523,93,4,1
14178,52,3,0
44,64,1,1
4602,4,4,1
6814,20,1,1
2097,18,2,1
1612,58,3,0
11804,51,3,1
5027,81,2,1
17825,80,4,1
4817,85,4,1
17745,90,3,1
707,9,3,0
19381,49,3,1
7013,18,1,1
6944,2,3,0
1212,82,1,1
9610,77,4,0
14614,28,2,0
13833,35,2,1
7053,80,1,1
3433,88,1,1
6587,96,4,1
19241,19,8,1
16058,9,1,1
17611,67,3,1
1035,15,3,1
7461,65,6,1
18001,76,2,1
11274,91,6,1
970,17,4,0
8333,77,4,1
10038,39,1,0
16811,24,6,1
1922,16,2,0
19979,60,1,1
15887,23,3,1
8554,16,2,1
2781,5,1,0
13510,41,2,1
16553,13,1,0
11630,58,4,1
3126,4,5,1
6860,48,1,1
2192,71,3,1
1456,99,5,0
9667,32,3,0
4615,83,4,1
6671,65,4,1
5303,12,7,0
17458,13,5,1
9647,41,5,1
15147,15,1,0
8828,60,1,1
4311,89,4,1
6130,26,2,1
16386,54,1,0
7555,78,6,1
11907,5,2,0
16326,47,7,1
2506,17,4,1
14107,38,2,1
6632,82,5,1
12452,19,1,1
11832,54,2,1
11015,55,4,0
9875,28,3,1
17268,7,3,1
13528,3,3,1
4910,69,3,1
2480,97,2,0
3732,48,4,0
8764,38,3,1
6324,79,2,1
11265,24,4,1
16826,13,3,1
18857,28,4,1
14677,50,2,0
19638,3,3,1
10217,18,2,1
18113,55,3,1
16222,10,4,1
17572,51,2,1
2843,61,1,0
13853,58,8,0
3562,76,7,0
15487,86,1,0
4736,78,4,1
14735,19,2,1
4492,76,3,0
10670,5,1,1
5655,16,2,1
10761,48,2,1
11106,43,2,1
8061,88,5,1
11856,59,2,1
8368,35,3,1
12392,71,5,1
17761,100,3,1
5758,99,3,1
1253,71,7,1
19283,78,1,0
1076,39,4,1
19928,27,1,1
16337,37,2,0
10243,58,1,1
7482,72,1,1
2192,9,4,1
4438,50,3,0
16830,53,1,1
10787,15,1,1
3541,89,1,0
4993,26,4,1
12392,56,3,1
18437,69,3,0
1932,9,3,0
6732,38,5,1
5238,33,4,1
6620,89,4,1
15884,94,1,1
2372,92,3,1
9753,35,3,0
15335,85,1,1
8544,49,4,1
772,95,1,1
3209,94,2,1
19480,81,2,1
13639,16,3,1
274,81,4,1
15441,6,3,0
10616,98,6,0
285,93,5,1
15942,57,4,1
8013,92,4,1
12741,32,3,1
6625,10,1,1
896,86,2,1
10910,34,2,1
2694,63,2,1
8604,6,1,1
6542,81,1,1
15501,86,6,0
12828,93,1,1
4657,33,8,0
16720,5,2,0
13882,56,2,1
2754,10,5,1
17236,24,1,1
16639,62,4,0
16068,41,1,1
13376,84,2,0
10878,61,1,1
18040,20,6,0
2838,74,3,1
14307,39,4,1
13056,67,1,1
10393,7,4,1
2596,89,1,0
5017,89,4,1
19479,28,1,1
5636,74,3,1
11866,50,2,1
9009,61,2,0
4394,9,1,1
1115,8,3,1
12181,3,4,1
15335,24,1,1
19681,84,1,1
14675,66,7,1
886,43,1,0
6582,98,2,1
13313,47,1,0
6824,70,5,1
3156,86,4,0
11000,10,1,0
466,60,7,1
17932,6,3,0
8793,98,1,0
10266,39,6,1
7463,98,2,1
19523,24,3,1
15757,69,5,1
15210,62,4,0
7568,14,2,1
437,38,4,1
14001,33,2,1
9629,7,6,1
10302,6,1,0
14168,59,2,1
14628,78,1,0
64,78,1,0
6961,86,1,1
6131,41,6,1
7454,28,5,1
14699,86,1,0
15023,29,5,1
5103,68,1,1
2229,36,2,1
19294,14,2,1
6962,66,6,1
10748,15,1,1
9344,58,2,0
15640,16,1,0
13174,16,5,1
17964,6,2,1
15218,77,2,0
18342,16,3,0
18209,4,5,1
14357,83,3,0
2570,4,3,1
6592,15,6,1
18078,77,1,0
3574,81,3,1
13866,95,1,0
16234,36,7,0
4762,12,3,1
14594,82,10,1
9233,4,5,1
14899,62,3,1
8780,48,4,1
9773,32,1,1
5764,90,3,0
3910,82,5,0
19713,84,7,0
4166,91,1,1
15979,73,5,1
15587,63,1,1
15498,9,4,1
15707,41,3,0
11411,4,6,1
3518,5,4,1
13710,4,1,1
4558,83,1,1
18104,73,1,1
3345,33,4,1
2485,62,7,0
263,18,2,1
219,41,5,1
17087,73,4,1
13684,79,1,0
7852,13,3,1
1360,67,5,0
18168,11,4,1
14614,13,1,1
9357,45,6,1
17074,9,5,1
15692,52,5,0
3798,92,5,0
11841,55,1,1
19547,21,3,0
631,65,4,1
6724,22,2,1
19690,49,1,0
1347,23,2,0
9463,69,1,1
11748,59,3,1
2445,75,3,1
12913,62,2,0
8310,96,2,1
17563,97,1,1
19446,16,1,0
9314,24,4,1
17817,93,2,1
19350,94,5,1
979,6,2,0
17473,37,5,1
17947,49,3,0
1718,98,3,1
15794,69,6,0
1720,94,4,1
16251,17,1,1
274,95,1,0
17588,74,1,1
11359,39,6,1
12021,38,2,0
10471,33,4,0
8186,49,3,0
11566,38,5,0
19756,2,4,1
11628,48,1,1
6100,28,1,1
6711,49,3,1
11787,61,6,0
13641,68,5,0
13579,30,1,1
1879,76,7,1
12328,43,1,1
11052,22,4,0
19308,20,3,1
18834,91,5,0
5870,4,2,1
15267,37,5,1
16531,5,3,1
12114,34,4,0
3256,62,3,1
8837,96,1,1
3038,48,3,0
2815,75,4,0
13274,65,4,1
1658,22,5,1
7112,55,4,1
6532,97,6,1
15090,27,4,1
12481,67,2,1
13927,48,6,1
97,97,3,1
18351,68,3,0
28,77,6,0
3307,39,5,0
3414,81,3,0
169,15,1,1
17064,65,1,0
11781,6,1,1
19633,40,1,0
9135,84,2,1
12056,49,7,1
12446,51,3,1
15006,94,1,1
10086,19,4,1
6032,90,1,1
2031,86,6,0
13129,58,3,1
10030,32,5,0
15570,34,4,1
8971,15,1,1
3378,79,2,0
1984,95,4,0
323,34,2,1
10340,5,5,1
8036,30,2,0
6648,66,1,0
16802,29,8,1
1565,74,3,1
17367,59,4,1
6151,88,1,1
2768,67,1,1
2138,19,3,1
14992,42,4,0
1621,24,4,1
16735,4,5,1
1652,17,4,1
7059,80,7,1
8527,63,3,0
13063,64,1,1
17587,20,1,1
12044,66,4,0
2153,13,1,1
10885,77,4,1
9152,92,1,1
2607,14,2,0
13833,80,7,0
15690,45,2,1
1542,6,5,0
15317,47,1,1
415,55,3,1
7690,43,2,1
8067,28,6,0
7210,19,3,1
362,28,3,1
8277,31,5,0
2935,11,5,1
8131,90,2,0
14700,62,3,1
15866,56,2,1
14381,55,2,1
10106,20,4,1
19378,99,3,1
10707,75,4,0
19862,86,1,1
8543,52,2,1
11343,32,4,0
7490,93,2,1
14825,52,4,1
4836,17,4,0
8653,7,1,0
11612,24,4,0
4006,25,1,1
11793,42,3,1
14523,84,2,1
963,50,2,1
15440,37,3,1
12275,10,2,1
12727,61,3,1
14762,44,5,1
13740,99,2,1
17206,36,1,1
2074,53,3,1
14023,56,2,1
15757,78,4,1
7309,63,3,0
11493,44,4,1
2551,60,3,1
12877,89,4,0
19971,2,4,1
3093,59,3,0
47,90,4,0
10028,97,8,1
19569,53,2,1
13067,52,1,1
13605,41,3,0
733,23,1,0
10269,29,9,1
2067,38,4,1
19240,58,3,0
4003,22,1,1
3420,91,2,1
10083,49,1,0
7781,52,1,0
1170,55,6,1
19088,85,1,0
12049,28,4,1
10225,14,1,0
513,12,3,1
8346,49,1,1
2915,41,3,0
9844,31,4,1
18449,8,2,1
10766,12,4,0
16656,31,4,1
3299,34,5,0
3711,75,6,0
15870,59,4,0
7302,10,1,0
824,11,4,1
4836,96,3,1
8555,93,4,1
19702,71,4,1
9090,84,2,0
8854,37,5,1
7179,26,3,0
741,14,3,1
10833,84,5,1
16844,82,5,1
9104,40,6,1
12775,61,1,0
12420,79,1,1
4175,71,6,1
11552,37,4,0
7074,15,2,0
2713,31,3,1
3855,22,4,1
11318,77,7,1
16257,78,7,1
10760,4,4,1
131,12,1,1
1328,52,2,0
3790,74,6,1
1268,2,3,1
773,34,7,0
3805,6,3,0
7377,79,4,0
5169,30,3,1
11906,10,2,1
10789,27,4,1
6031,60,6,1
14640,40,5,0
15042,20,1,1
19005,24,6,1
8416,71,4,0
18899,99,9,0
14277,60,2,1
15429,14,4,1
11707,100,1,1
453,35,6,0
10134,2,5,1
18924,90,2,1
8494,15,4,1
18609,29,3,1
8103,3,5,1
8656,22,3,1
16137,14,1,1
9606,85,6,1
16769,89,1,0
15867,44,2,1
14927,90,3,1
7085,97,6,1
6329,81,6,0
18923,29,3,1
8910,67,2,1
8504,77,1,1
15736,40,2,1
17107,49,3,1
4618,16,1,1
5124,53,6,1
4670,58,7,1
1893,38,4,1
625,73,1,1
3733,26,4,1
829,8,3,1
13456,63,1,1
8098,87,1,1
3355,26,2,0
12548,91,4,1
4027,71,3,0
8393,65,1,1
12513,43,4,1
8259,13,3,1
19564,95,2,1
12998,64,1,0
11663,7,2,1
4932,13,4,1
14264,63,4,1
1189,95,1,1
13158,69,1,1
12716,4,5,0
2394,7,3,1
182,23,3,1
6409,18,1,0
11937,98,3,0
12503,93,3,1
717,43,1,1
12135,77,2,1
23,4,1,0
9703,32,3,1
17531,1,3,1
19390,48,3,1
14426,99,6,0
12299,30,3,0
9390,19,3,1
7778,41,1,1
6091,5,4,1
4574,91,2,1
14829,40,3,0
9779,56,1,0
12360,45,5,1
3542,74,1,0
15543,39,6,1
12019,91,1,0
2610,89,1,1
6288,88,1,1
14992,32,5,1
19147,76,5,0
986,93,3,1
4471,96,5,1
13976,99,2,0
4671,81,1,0
5216,66,4,0
700,32,2,0
9631,64,4,0
13622,94,6,1
6936,67,8,0
14978,37,2,1
19951,61,3,1
15579,24,6,0
14568,16,1,1
15484,88,6,0
15876,45,1,0
7255,37,1,1
3977,54,1,0
12766,99,5,1
3496,18,3,0
17078,56,5,0
8399,26,5,1
4112,64,6,1
3927,33,4,0
7545,71,5,1
15015,73,4,0
7367,6,4,1
12413,15,3,1
17439,21,2,1
4623,4,2,1
7056,63,2,1
6983,1,4,1
19786,92,1,1
5670,91,2,0
7482,77,6,1
16745,68,4,1
18696,66,1,0
5942,29,4,1
18950,48,2,0
837,13,3,1
6736,77,1,1
11850,18,2,0
6004,20,3,1
18722,34,6,0
4978,94,3,0
7137,40,5,0
59,40,4,1
4073,11,1,1
11732,28,2,0
17309,59,4,0
13497,1,1,0
7618,86,3,1
4839,6,1,1
1158,51,1,0
245,88,2,1
17460,83,3,0
911,75,2,0
9033,28,7,1
10567,41,3,1
18606,70,1,1
4665,17,8,1
13068,89,5,1
10469,68,3,1
8406,5,1,1
8202,81,6,1
7738,75,1,1
7287,93,4,1
18298,44,5,1
13989,17,3,1
8134,39,1,1
14381,55,4,1
9328,81,2,1
6847,14,1,0
1734,22,1,1
11612,41,4,0
14452,29,3,1
14728,28,2,0
9278,32,3,1
8708,90,2,0
6009,33,6,1
16153,84,2,1
14921,61,3,0
530,41,5,1
14444,78,2,0
1271,16,1,1
17688,58,4,1
3276,17,1,0
19494,1,2,1
11179,5,3,1
933,39,5,0
16219,48,5,1
15876,11,1,1
10291,33,3,1
17149,82,5,0
4271,9,4,1
9663,12,1,1
8963,70,4,1
2239,29,6,1
2926,89,2,1
6230,81,1,0
14670,79,5,1
3848,3,2,1
10344,99,1,1
15265,63,4,0
15195,65,5,0
7773,58,1,0
16485,79,1,1
10814,71,1,0
5920,36,3,0
17358,1,2,1
12325,88,5,0
10544,77,1,1
8627,85,2,1
16089,15,4,1
14447,16,5,1
562,50,2,0
3255,16,2,1
3072,56,1,1
11074,74,5,1
19357,12,4,0
17719,37,5,1
10552,20,3,0
19327,73,3,0
15206,20,1,1
12860,70,4,1
17149,60,4,1
10468,50,4,0
8810,32,2,1
13257,73,3,1
8672,96,6,0
3585,50,3,1
18292,16,1,1
8129,50,3,1
11766,36,2,0
4578,11,2,1
10189,57,4,0
17634,92,1,1
17477,36,2,1
7248,27,1,0
11710,76,2,1
15244,58,3,0
10961,56,2,1
7554,11,6,1
10358,62,3,0
10389,35,2,1
19564,21,1,0
7678,84,6,1
10615,40,2,1
12629,14,3,0
4748,64,2,1
13047,58,1,0
11975,74,3,0
10312,51,2,1
6185,50,4,1
18343,38,1,0
1376,92,4,0
8039,70,1,1
1937,49,4,1
808,74,3,1
11606,59,3,1
3360,78,6,1
1707,98,3,1
16941,8,1,0
6100,7,1,0
5608,36,1,1
7400,59,3,1
18126,31,1,0
14468,3,8,1
13421,64,4,1
5489,38,4,1
11053,14,4,0
13787,100,5,0
14796,71,5,1
2480,31,3,1
3934,45,1,0
12233,45,3,0
10341,86,1,1
6121,40,3,1
11520,43,4,0
16098,46,2,0
11504,27,1,1
1865,50,1,1
3608,68,4,0
17343,79,1,1
1910,27,6,1
10107,6,1,1
1263,8,1,0
1121,94,3,1
16264,75,3,1
302,43,1,0
4968,76,1,1
6097,79,2,1
12676,84,1,1
8161,19,4,0
10823,38,2,1
15280,30,7,1
8770,39,3,1
14508,43,1,1
18881,57,3,1
3495,40,4,1
9485,55,6,1
1318,27,4,1
10520,84,4,1
4568,84,6,1
7264,42,1,1
9500,24,4,0
15329,47,2,1
918,55,4,0
1005,83,2,1
11438,34,4,0
12524,72,4,0
16005,76,2,1
11672,36,4,1
5640,35,1,0
16300,35,5,1
12984,57,5,1
13194,50,1,0
7899,20,4,1
10188,30,2,0
3704,13,1,0
1405,21,3,1
16223,55,3,1
18804,18,2,0
1135,58,3,1
4596,69,4,1
6767,64,5,0
12752,9,2,1
653,78,4,1
303,99,1,1
18341,92,5,1
1364,75,3,1
19941,90,4,1
17667,48,4,1
14088,2,7,1
1257,22,2,1
6557,41,3,1
1106,30,3,1
16853,81,3,1
17467,89,4,0
10307,15,2,1
8960,2,3,1
15248,17,1,1
8821,75,4,1
16984,89,2,0
4775,86,6,1
5326,45,5,1
6955,34,3,1
8568,38,2,0
7931,93,3,0
12963,56,2,1
9730,64,7,0
14242,9,3,1
11469,86,2,1
10019,55,4,1
7873,13,6,1
18924,84,4,1
14312,71,3,0
6653,45,6,1
8742,43,6,1
5648,98,5,1
1279,97,5,1
6345,3,4,1
13904,1,5,1
12182,53,2,0
17254,75,4,1
4367,37,1,0
7868,50,1,1
12277,13,1,1
6066,60,5,0
15905,2,4,1
19209,67,4,1
5601,29,7,1
5,19,1,1
16713,76,2,0
8146,23,4,0
7817,5,3,1
12293,87,1,0
497,95,2,1
7002,86,5,0
7963,45,1,1
10350,52,6,1
7943,84,4,1
10381,53,4,0
2444,72,1,1
19778,81,6,1
4699,70,2,1
5632,14,2,0
12956,33,3,0
6845,95,3,1
2839,83,2,0
1858,93,4,0
9633,5,1,1
19945,20,2,1
13297,61,5,0
10001,90,4,1
10423,80,1,1
18030,62,7,1
5047,11,3,1
17634,10,2,1
19223,30,4,1
4813,18,1,1
10266,90,2,0
3923,10,2,1
10794,99,1,1
6241,32,5,1
8138,60,1,0
12837,51,1,0
4055,14,5,1
16181,64,2,1
18469,27,4,1
569,96,1,1
17287,4,2,1
11913,24,2,1
18418,85,1,1
7189,28,1,1
14514,95,3,1
19261,83,1,1
1064,73,1,1
12404,6,2,1
3014,43,4,0
15250,10,3,0
3571,10,3,1
13044,14,1,1
5402,76,3,0
988,41,4,0
18810,9,1,1
6043,31,3,0
2805,70,2,1
4141,17,2,1
19270,23,6,1
11736,5,3,1
9596,56,4,1
5203,70,4,1
10017,55,1,1
11946,14,2,1
11062,30,8,1
1024,28,2,0
15364,66,2,0
13604,33,2,0
7436,87,4,1
16508,61,2,0
13765,20,2,1
5084,63,3,1
14344,8,4,0
1669,9,1,1
18510,89,1,1
4501,10,4,1
3579,43,5,1
9946,80,8,1
5906,45,4,0
12608,38,3,0
10676,47,2,0
15005,98,8,0
16410,9,7,0
8856,6,1,1
3235,95,2,1
4644,44,3,1
12957,45,1,1
12426,66,5,1
3953,46,3,0
10709,90,5,1
2526,41,1,0
4264,12,1,0
8722,43,1,1
15919,39,4,1
18160,87,1,1
1206,7,6,0
4495,17,3,1
8723,48,4,1
10887,59,6,1
4833,20,1,1
14565,22,1,0
14880,91,7,1
14551,83,3,0
5224,10,5,0
6373,40,6,1
8640,65,3,1
17078,23,2,1
4332,96,4,0
12899,6,5,1
13519,21,4,1
5498,45,4,1
304,69,4,1
7182,57,5,0
11332,14,1,1
11110,40,1,1
19576,100,3,1
17430,100,1,1
2383,63,5,1
15836,83,5,1
15814,18,1,0
1444,88,5,1
11975,8,4,0
12187,81,5,1
15220,71,7,1
7949,82,4,1
7567,55,2,1
7469,18,2,0
18465,60,3,1
9300,71,5,1
13955,18,3,1
11933,90,6,1
6818,6,2,1
10838,71,2,1
15646,36,1,0
10987,82,7,1
10955,19,2,0
18711,40,3,1
664,4,7,1
3884,12,5,1
19962,27,3,1
4735,92,3,1
16753,9,1,1
11267,78,2,1
5270,100,4,0
11406,7,1,1
3168,5,2,0
497,54,4,1
868,97,1,0
18336,71,2,1
18595,23,4,0
18193,10,1,1
12052,15,1,0
7487,73,4,0
3414,13,1,1
8730,29,1,1
9139,62,3,1
7217,23,3,1
15972,5,1,0
16416,61,5,1
19349,7,4,1
19559,100,1,1
295,56,1,0
8298,75,4,1
17389,14,2,0
673,57,1,1
3066,63,3,1
8566,46,4,0
10046,66,1,1
13468,30,3,1
16412,46,1,1
8037,14,6,0
3965,96,1,1
1188,94,2,0
11122,6,1,0
7608,13,5,1
496,75,1,1
1358,59,3,0
19977,39,6,1
4286,68,3,1
2456,17,6,0
19849,33,5,0
18424,12,4,1
14072,84,2,1
18376,76,6,1
10996,70,2,1
4854,36,1,1
3836,48,2,1
10142,96,6,1
10496,52,2,1
16983,54,2,0
4660,10,1,0
18599,36,4,1
6523,78,2,1
