user_id,age,gender,region,occupation,annual_income,debt,credit_score,annual_spending,num_cards,late_payment,financial_accident,total_deposit,total_savings,total_assets
2296,35,1,지방 대도시,대기업 직원,5476,3151,900,1157,4,0,0,358,97,-2696
2297,20,1,경기,대기업 직원,7961,4054,880,2077,4,0,0,2375,1239,-440
2298,30,1,기타 지방,공무원,3679,1981,900,473,4,0,0,958,470,-553
2299,29,0,지방 대도시,자영업자,3349,1369,780,532,3,0,0,1441,605,677
2300,52,0,경기,무직,1432,471,650,261,1,0,1,1256,981,1766
2301,41,1,인천,대기업 직원,8235,4831,900,1459,4,0,0,995,1038,-2798
2302,49,1,지방 대도시,대기업 직원,6020,2285,900,933,3,0,0,737,895,-653
2303,44,0,지방 대도시,은퇴자,1482,843,750,350,1,0,0,1133,141,431
2304,33,0,경기,프리랜서,2896,1079,800,283,1,0,0,2425,1493,2839
2305,45,0,기타 지방,자영업자,3124,1479,800,497,3,0,0,537,789,-153
2306,26,1,인천,자영업자,5167,2195,780,478,3,0,0,1719,345,-131
2307,21,0,기타 지방,무직,1112,531,680,284,2,1,0,744,425,638
2308,40,1,기타 지방,공무원,3622,1861,900,404,4,0,0,1993,1135,1267
2309,38,1,경기,은퇴자,1676,593,750,294,2,0,0,768,900,1075
2310,58,0,지방 대도시,무직,911,402,750,92,1,0,0,883,714,1195
2311,24,1,지방 대도시,공무원,4843,1522,880,1090,2,0,0,1403,1189,1070
2312,48,0,지방 대도시,중소기업 직원,4005,1201,850,756,4,0,0,1392,1042,1233
2313,43,1,기타 지방,무직,1012,520,750,137,1,0,0,2377,1921,3778
2314,51,0,경기,자영업자,3850,1405,800,444,2,0,0,1026,2400,2021
2315,31,1,서울,중소기업 직원,5875,2147,850,1204,4,0,0,467,575,-1105
2316,37,1,인천,무직,1422,437,700,210,1,1,0,0,363,-74
2317,61,0,기타 지방,프리랜서,1695,739,750,288,1,0,0,922,871,1054
2318,42,1,지방 대도시,공무원,5215,2873,900,793,2,0,0,1195,2335,657
2319,53,1,지방 대도시,중소기업 직원,3513,1656,850,732,2,0,0,1197,447,-12
2320,39,0,경기,무직,1399,759,750,224,2,0,0,1202,848,1291
2321,48,0,경기,중소기업 직원,4911,2385,850,789,4,0,0,252,385,-1748
2322,32,0,서울,무직,1744,1042,750,171,1,0,0,1064,776,798
2323,59,1,기타 지방,공무원,4417,1750,900,720,2,0,0,2764,2038,3052
2324,29,1,경기,은퇴자,2272,1356,730,258,2,0,0,1366,1541,1551
2325,65,0,지방 대도시,대기업 직원,6031,1900,850,1184,3,0,0,1488,1524,1112
2326,34,0,서울,공무원,7180,3023,900,1489,5,0,0,874,712,-1437
2327,61,0,인천,프리랜서,2635,1251,750,520,1,0,0,1225,566,540
2328,31,1,인천,자영업자,4128,1494,800,644,4,0,0,654,880,40
2329,40,1,인천,중소기업 직원,5089,1864,850,512,3,0,0,459,0,-1405
2330,20,1,서울,무직,1596,664,730,222,2,0,0,184,312,-168
2331,41,1,인천,대기업 직원,6226,3246,900,1404,4,0,0,65,470,-2711
2332,75,1,서울,대기업 직원,8090,4429,850,731,5,0,0,1213,460,-2756
2333,22,0,기타 지방,대기업 직원,5872,2699,880,1144,2,0,0,848,325,-1526
2334,51,1,지방 대도시,무직,1132,485,750,225,1,0,0,795,921,1231
2335,78,0,기타 지방,대기업 직원,6348,3356,850,921,5,0,0,1246,424,-1686
2336,55,1,인천,무직,1132,580,750,172,2,0,0,1539,1499,2458
2337,57,0,인천,중소기업 직원,4284,2446,850,1016,3,0,0,1055,1120,-271
2338,57,0,지방 대도시,중소기업 직원,3294,1082,850,332,2,0,0,1370,1222,1510
2339,43,0,지방 대도시,중소기업 직원,3762,1784,850,465,4,0,0,1034,864,114
2340,77,0,인천,자영업자,3220,1375,750,383,2,0,0,1740,1429,1794
2341,44,1,지방 대도시,대기업 직원,7052,4016,900,1685,3,0,0,838,341,-2837
2342,51,0,지방 대도시,자영업자,3946,1987,800,919,2,0,0,411,1006,-570
2343,55,1,서울,공무원,6861,3794,900,1572,3,0,0,1933,1494,-367
2344,44,0,인천,무직,1141,481,750,246,1,0,0,821,1792,2132
2345,48,1,지방 대도시,대기업 직원,6547,2443,900,1517,3,0,0,161,347,-1935
2346,55,0,기타 지방,프리랜서,2196,1150,800,515,1,0,0,710,1161,721
2347,36,1,지방 대도시,대기업 직원,5175,2761,900,1233,3,0,0,1043,1517,-201
2348,47,0,경기,프리랜서,2951,1556,800,313,2,0,0,1647,1254,1345
2349,55,1,기타 지방,자영업자,2452,1004,800,502,1,0,0,1113,673,782
2350,37,0,경기,중소기업 직원,5256,1906,850,768,3,0,0,96,419,-1391
2351,33,0,경기,은퇴자,2594,1216,750,229,1,0,0,1578,1775,2137
2352,30,0,인천,중소기업 직원,4867,1576,850,892,4,0,0,298,725,-553
2353,56,1,지방 대도시,자영업자,3067,1127,800,247,2,0,0,1221,1235,1329
2354,50,0,지방 대도시,무직,1253,424,750,113,2,0,0,2409,2239,4224
2355,38,0,기타 지방,무직,819,333,750,72,2,0,0,689,877,1233
2356,36,0,경기,은퇴자,2357,981,750,193,1,0,0,2257,1113,2389
2357,36,1,인천,무직,1293,535,750,261,1,0,0,289,264,18
2358,79,1,경기,은퇴자,2534,1230,700,397,1,0,0,302,35,-893
2359,54,0,인천,무직,1275,382,750,241,1,0,0,1316,1036,1970
2360,43,1,서울,프리랜서,3439,2051,800,391,4,0,0,1573,1154,676
2361,50,0,기타 지방,대기업 직원,5174,2918,900,774,4,0,0,1005,1868,-45
2362,72,1,경기,프리랜서,4254,1540,750,558,3,0,0,300,540,-700
2363,26,0,서울,중소기업 직원,4248,2472,830,661,4,0,0,983,394,-1095
2364,47,1,서울,자영업자,4102,2458,800,357,4,0,0,1118,771,-569
2365,58,1,서울,무직,1510,836,750,280,1,0,0,1208,922,1294
2366,33,0,인천,은퇴자,1969,779,750,307,2,0,0,698,0,-81
2367,41,1,인천,공무원,5346,1662,900,1076,4,0,0,712,0,-950
2368,41,1,기타 지방,중소기업 직원,3564,1348,850,671,3,0,0,1625,2155,2432
2369,43,1,서울,자영업자,4105,2135,800,944,2,0,0,0,138,-1997
2370,40,1,경기,중소기업 직원,4271,1563,850,378,3,0,0,1132,861,430
2371,52,0,지방 대도시,공무원,4234,1908,900,887,2,0,0,1159,951,202
2372,38,0,지방 대도시,무직,1057,544,750,253,2,0,0,963,1889,2308
2373,47,1,경기,공무원,6072,2581,900,799,3,0,0,2507,1598,1524
2374,50,1,경기,대기업 직원,6415,2253,900,681,3,0,0,886,241,-1126
2375,48,0,서울,공무원,6120,1855,900,1275,3,0,0,1400,512,57
2376,36,1,기타 지방,은퇴자,1243,422,750,194,2,0,0,80,620,278
2377,38,0,서울,은퇴자,2404,1343,750,211,1,0,0,242,98,-1003
2378,38,1,서울,중소기업 직원,5680,2256,850,639,4,0,0,1073,933,-250
2379,35,1,인천,공무원,4780,2405,900,483,3,0,0,347,580,-1478
2380,33,0,경기,자영업자,3351,1436,800,635,4,0,0,344,273,-819
2381,20,1,기타 지방,공무원,4464,1788,880,587,2,0,0,975,1285,472
2382,78,1,지방 대도시,무직,900,451,700,134,2,0,0,2035,1637,3221
2383,41,1,지방 대도시,공무원,4892,2859,900,931,2,0,0,772,1024,-1063
2384,26,1,인천,중소기업 직원,4475,2134,830,466,4,0,0,289,420,-1425
2385,56,0,지방 대도시,공무원,4111,1540,900,789,2,0,0,2221,853,1534
2386,30,1,지방 대도시,공무원,5205,2958,900,807,2,0,0,695,560,-1703
2387,31,0,지방 대도시,중소기업 직원,3851,1354,850,854,3,0,0,434,86,-834
2388,55,1,서울,자영업자,3651,1291,750,854,4,1,0,1987,2042,2738
2389,34,0,지방 대도시,중소기업 직원,4394,1700,850,831,4,0,0,1982,1327,1609
2390,42,0,경기,은퇴자,2234,1106,750,497,2,0,0,1600,443,937
2391,30,1,지방 대도시,공무원,4107,1806,900,651,2,0,0,2635,801,1630
2392,32,0,기타 지방,은퇴자,1585,917,700,232,1,1,0,1380,1639,2102
2393,51,0,인천,대기업 직원,5787,3067,850,1260,4,1,0,474,455,-2138
2394,48,1,기타 지방,무직,983,320,750,142,1,0,0,2030,1395,3105
2395,44,1,기타 지방,대기업 직원,4538,2471,900,1068,4,0,0,1069,363,-1039
2396,40,0,서울,자영업자,4258,1637,800,389,3,0,0,960,756,79
2397,29,0,지방 대도시,은퇴자,2112,1259,730,329,1,0,0,1766,1409,1916
2398,40,0,서울,은퇴자,1917,692,750,268,1,0,0,1439,1405,2152
2399,43,0,경기,프리랜서,3011,1445,800,686,4,0,0,827,1749,1131
2400,33,0,기타 지방,무직,958,457,750,147,2,0,0,142,415,100
2401,35,0,서울,은퇴자,2260,1309,700,236,1,1,0,754,1640,1085
2402,52,0,경기,중소기업 직원,5264,2597,850,835,4,0,0,971,1831,205
2403,34,1,경기,무직,1312,713,750,124,1,0,0,894,1131,1312
2404,37,0,기타 지방,공무원,4521,2308,900,1036,4,0,0,470,338,-1500
2405,57,1,지방 대도시,무직,946,429,700,104,1,1,0,2858,2203,4632
2406,30,1,기타 지방,중소기업 직원,3528,1128,850,678,2,0,0,645,910,427
2407,22,1,인천,자영업자,5101,1948,780,729,3,0,0,416,356,-1176
2408,61,0,인천,중소기업 직원,3676,1117,800,668,3,0,0,1874,1440,2197
2409,63,1,지방 대도시,무직,1219,648,600,240,1,0,1,1877,1173,2402
2410,63,1,기타 지방,은퇴자,1242,384,700,107,1,0,0,2540,1753,3909
2411,28,0,기타 지방,대기업 직원,4628,2331,880,1184,4,0,0,488,697,-1146
2412,54,0,서울,자영업자,5700,3385,800,597,3,0,0,1141,1116,-1128
2413,68,1,기타 지방,중소기업 직원,3146,1586,800,533,2,0,0,1860,1017,1291
2414,42,1,서울,대기업 직원,7063,4058,900,772,4,0,0,647,845,-2566
2415,23,0,기타 지방,무직,846,486,730,95,2,0,0,1704,702,1920
2416,39,0,인천,중소기업 직원,3848,2033,850,602,2,0,0,362,437,-1234
2417,76,0,인천,대기업 직원,6199,3439,850,899,3,0,0,1737,1014,-688
2418,77,1,기타 지방,은퇴자,1284,617,700,161,1,0,0,2107,2149,3639
2419,52,0,경기,대기업 직원,8758,4664,900,914,5,0,0,1315,614,-2735
2420,21,1,인천,자영업자,5127,1940,780,1332,2,0,0,872,751,-317
2421,79,1,경기,프리랜서,2323,1196,750,334,2,0,0,1834,2361,2999
2422,38,1,기타 지방,자영업자,2972,989,800,332,1,0,0,2638,1033,2682
2423,53,0,인천,중소기업 직원,4780,2091,850,742,3,0,0,1356,793,58
2424,56,1,서울,무직,1221,381,750,182,2,0,0,2091,2268,3978
2425,59,1,서울,프리랜서,4728,2624,800,966,2,0,0,511,1210,-903
2426,56,1,지방 대도시,대기업 직원,6295,3680,900,1356,3,0,0,539,427,-2714
2427,40,0,서울,중소기업 직원,5870,2718,850,1106,3,0,0,1343,0,-1375
2428,44,1,기타 지방,중소기업 직원,3072,1187,850,385,4,0,0,1416,1399,1628
2429,36,0,기타 지방,자영업자,2927,1142,800,557,1,0,0,1413,145,416
2430,51,0,지방 대도시,무직,1259,581,750,294,1,0,0,119,143,-319
2431,25,0,기타 지방,중소기업 직원,2880,1125,830,669,2,0,0,1177,73,125
2432,59,0,기타 지방,무직,1193,684,750,234,2,0,0,1532,1764,2612
2433,37,1,지방 대도시,무직,1061,607,750,208,1,0,0,426,344,163
2434,58,0,서울,중소기업 직원,4614,2080,850,441,4,0,0,988,820,-272
2435,29,1,서울,프리랜서,4123,2382,780,610,4,0,0,1144,707,-531
2436,55,0,지방 대도시,대기업 직원,6013,1954,900,630,4,0,0,857,1158,61
2437,21,0,경기,무직,1501,743,730,224,1,0,0,799,750,806
2438,23,0,서울,공무원,5908,1775,880,1231,4,0,0,683,967,-125
2439,50,0,서울,무직,1281,647,750,200,2,0,0,886,386,625
2440,30,0,서울,공무원,6714,2737,900,1372,3,0,0,116,635,-1986
2441,20,0,인천,은퇴자,2313,1363,730,555,1,0,0,397,500,-466
2442,38,0,경기,은퇴자,2349,739,750,285,2,0,0,2514,1821,3596
2443,53,0,기타 지방,자영업자,3008,1411,800,432,3,0,0,908,363,-140
2444,47,1,경기,대기업 직원,7609,3696,900,1285,5,0,0,1369,1915,-412
2445,69,0,인천,은퇴자,2399,866,700,254,1,0,0,1431,794,1359
2446,35,0,경기,자영업자,4128,2365,800,818,2,0,0,347,116,-1902
2447,42,0,경기,무직,1378,581,750,163,1,0,0,219,0,-362
2448,53,0,서울,자영업자,5006,2600,800,708,2,0,0,1361,1291,52
2449,57,0,인천,공무원,5862,2659,900,738,4,0,0,674,124,-1861
2450,48,0,서울,공무원,6789,2990,900,1477,4,0,0,1085,1035,-870
2451,27,1,인천,중소기업 직원,4189,2206,830,589,2,0,0,858,425,-923
2452,25,1,서울,중소기업 직원,4626,2442,830,428,3,0,0,1672,796,26
2453,34,1,경기,중소기업 직원,4724,2378,850,1125,3,0,0,0,268,-2110
2454,77,0,기타 지방,프리랜서,1716,693,750,189,1,0,0,1307,696,1310
2455,32,0,서울,대기업 직원,8798,3785,900,1725,4,0,0,1326,1240,-1219
2456,24,1,인천,은퇴자,2337,874,730,522,1,0,0,587,1090,803
2457,40,0,인천,은퇴자,1882,956,750,240,1,0,0,1557,1007,1608
2458,49,1,기타 지방,대기업 직원,5496,2359,900,960,4,0,0,966,1323,-70
2459,20,1,경기,중소기업 직원,4885,2204,830,1153,2,0,0,1440,580,-184
2460,48,1,경기,공무원,6360,3279,900,510,4,0,0,1477,1541,-261
2461,48,0,서울,은퇴자,2218,967,750,231,1,0,0,1437,1827,2297
2462,77,1,경기,대기업 직원,7962,4570,850,1587,5,0,0,1576,1727,-1267
2463,45,0,인천,자영업자,4797,1609,800,1074,2,0,0,1711,1247,1349
2464,28,0,경기,중소기업 직원,4606,2325,830,441,3,0,0,48,415,-1862
2465,28,1,지방 대도시,자영업자,3004,1121,780,554,2,0,0,307,394,-420
2466,20,0,인천,대기업 직원,7209,2493,880,659,3,0,0,612,262,-1619
2467,38,0,경기,공무원,5903,2510,900,811,2,0,0,191,396,-1923
2468,63,1,서울,대기업 직원,9004,4718,800,1236,3,1,0,1637,985,-2096
2469,51,0,기타 지방,은퇴자,1816,746,750,295,2,0,0,1004,606,864
2470,48,1,서울,공무원,6463,3077,900,1357,4,0,0,1364,1399,-314
2471,60,0,기타 지방,공무원,4111,1678,850,528,2,0,0,542,1409,273
2472,69,0,기타 지방,자영업자,2644,971,750,550,1,0,0,1848,1605,2482
2473,26,0,기타 지방,무직,955,525,680,95,2,1,0,111,0,-414
2474,33,0,기타 지방,중소기업 직원,3416,1470,850,755,2,0,0,1332,938,800
2475,44,0,지방 대도시,은퇴자,2189,934,750,260,1,0,0,1285,2372,2723
2476,46,1,경기,중소기업 직원,4408,2563,850,883,3,0,0,210,111,-2242
2477,57,0,서울,공무원,6768,2736,900,1123,4,0,0,1284,1320,-132
2478,65,1,기타 지방,프리랜서,3080,1213,750,229,4,0,0,1977,1421,2185
2479,49,1,인천,은퇴자,1865,901,650,212,1,0,1,1795,797,1691
2480,61,0,경기,대기업 직원,6321,3297,850,648,3,0,0,825,106,-2366
2481,68,0,경기,무직,1478,852,700,116,1,0,0,1374,663,1185
2482,24,1,기타 지방,대기업 직원,6328,2513,880,1237,5,0,0,596,111,-1806
2483,33,0,기타 지방,무직,1182,387,750,207,1,0,0,717,821,1151
2484,37,1,서울,공무원,6624,2013,900,1499,4,0,0,1565,375,-73
2485,31,0,서울,대기업 직원,7959,3843,900,678,5,0,0,1789,1193,-861
2486,38,0,기타 지방,무직,921,537,750,77,1,0,0,369,342,174
2487,41,0,기타 지방,은퇴자,1796,763,750,205,2,0,0,2517,707,2461
2488,73,1,지방 대도시,자영업자,2826,1301,750,335,2,0,0,865,482,46
2489,20,1,서울,무직,1420,642,730,290,1,0,0,806,899,1063
2490,32,0,서울,자영업자,5509,1743,800,1126,4,0,0,1301,2505,2063
2491,56,1,경기,프리랜서,3612,2064,800,388,4,0,0,1034,411,-619
2492,46,0,기타 지방,프리랜서,2704,861,800,408,2,0,0,297,347,-217
2493,53,0,경기,자영업자,3679,1613,800,772,3,0,0,1275,1176,838
2494,21,0,지방 대도시,프리랜서,2348,793,780,581,2,0,0,512,421,140
2495,58,1,기타 지방,프리랜서,1724,1019,800,147,1,0,0,1537,560,1078
2496,45,1,인천,공무원,4920,1744,900,465,4,0,0,1313,1384,953
2497,54,1,경기,자영업자,5458,3224,800,607,3,0,0,1024,1299,-901
2498,42,0,지방 대도시,대기업 직원,6609,2494,900,1076,3,0,0,1089,583,-822
2499,50,1,기타 지방,중소기업 직원,3901,1894,850,562,2,0,0,1824,975,905
2500,23,0,인천,프리랜서,4036,1997,780,856,4,0,0,1882,1646,1531
2501,36,0,인천,대기업 직원,6663,3057,800,791,3,0,1,829,144,-2084
2502,38,0,서울,공무원,5588,2956,900,983,2,0,0,61,142,-2753
2503,25,1,서울,대기업 직원,9196,4457,880,1119,5,0,0,1392,325,-2740
2504,62,0,인천,무직,1374,624,700,141,2,0,0,2049,1137,2562
2505,50,1,기타 지방,대기업 직원,5293,3056,900,1216,2,0,0,2124,1346,414
2506,44,0,서울,공무원,6762,3738,900,1190,5,0,0,852,778,-2108
2507,78,0,인천,무직,1220,371,700,236,1,0,0,821,549,999
2508,66,1,인천,은퇴자,1815,1049,600,238,1,0,1,767,470,188
2509,51,0,서울,프리랜서,3216,1258,800,533,2,0,0,1657,1157,1556
2510,59,0,기타 지방,프리랜서,2909,1677,800,296,1,0,0,1349,1484,1156
2511,29,0,서울,무직,1204,696,730,314,2,0,0,2137,2477,3918
2512,37,1,서울,무직,1676,678,750,170,1,0,0,331,268,-79
2513,78,1,인천,공무원,5661,2418,850,999,3,0,0,1419,1082,83
2514,57,1,인천,대기업 직원,7109,3199,900,1645,4,0,0,1133,767,-1299
2515,54,0,서울,대기업 직원,7418,2514,900,1241,3,0,0,992,388,-1134
2516,71,1,기타 지방,공무원,4467,1417,750,808,3,0,1,1575,1937,2095
2517,34,0,기타 지방,공무원,4300,1645,900,581,4,0,0,1175,794,324
2518,44,1,지방 대도시,무직,1248,642,750,144,2,0,0,1234,1737,2329
2519,33,0,기타 지방,중소기업 직원,3913,1254,850,895,3,0,0,228,738,-288
2520,21,1,서울,자영업자,4234,1677,780,950,3,0,0,0,312,-1365
2521,48,1,경기,자영업자,4427,1478,700,665,3,0,1,438,1027,-13
2522,59,1,서울,대기업 직원,9304,5457,900,2015,5,0,0,1894,1220,-2343
2523,51,0,기타 지방,은퇴자,1835,985,750,217,2,0,0,266,434,-285
2524,28,1,경기,중소기업 직원,4710,1815,830,736,3,0,0,1303,643,131
2525,26,0,서울,대기업 직원,9321,5387,880,849,5,0,0,534,829,-4024
2526,26,1,기타 지방,대기업 직원,6014,3594,780,1468,3,0,1,204,960,-2430
2527,47,0,인천,중소기업 직원,4980,2879,850,1160,3,0,0,989,1050,-840
2528,49,0,기타 지방,무직,876,407,750,160,1,0,0,690,462,745
2529,50,0,서울,자영업자,5110,2997,800,1158,4,0,0,573,926,-1498
2530,48,1,인천,프리랜서,3681,1915,800,797,4,0,0,1007,1297,389
2531,30,0,경기,프리랜서,2597,1240,800,390,2,0,0,1633,714,1107
2532,38,0,경기,대기업 직원,7472,3217,900,1084,4,0,0,2442,1974,1199
2533,52,1,지방 대도시,자영업자,3799,1247,800,852,3,0,0,906,533,192
2534,33,0,서울,은퇴자,2826,1240,750,249,2,0,0,963,173,-104
2535,38,0,서울,무직,1456,747,750,286,1,0,0,1369,1561,2183
2536,32,1,경기,대기업 직원,6362,2994,800,524,3,0,1,653,881,-1460
2537,54,0,기타 지방,자영업자,2439,919,750,506,1,1,0,1477,363,921
2538,31,0,지방 대도시,대기업 직원,6624,3836,900,1478,4,0,0,1650,1966,-220
2539,47,0,서울,대기업 직원,8107,2504,900,868,5,0,0,744,1022,-738
2540,26,1,인천,중소기업 직원,3678,1867,830,598,2,0,0,457,225,-1185
2541,56,0,지방 대도시,은퇴자,1992,863,750,359,2,0,0,1232,854,1223
2542,40,0,서울,대기업 직원,9072,4977,900,1618,4,0,0,948,155,-3874
2543,67,1,인천,중소기업 직원,3760,1841,800,462,4,0,0,369,649,-823
2544,50,0,인천,중소기업 직원,4485,1906,850,684,4,0,0,1091,1048,233
2545,36,1,기타 지방,대기업 직원,4977,1921,900,1038,2,0,0,123,826,-972
2546,42,0,서울,대기업 직원,8442,3872,900,1643,5,0,0,400,815,-2657
2547,76,1,기타 지방,공무원,4326,1839,850,722,4,0,0,972,793,-74
2548,65,0,인천,무직,1452,703,700,117,2,0,0,738,174,209
2549,40,1,지방 대도시,대기업 직원,6541,2699,900,1461,4,0,0,1127,461,-1111
2550,35,0,지방 대도시,은퇴자,1429,737,750,302,2,0,0,2169,2598,4030
2551,42,1,인천,은퇴자,1578,884,750,327,1,0,0,538,536,190
2552,49,0,경기,자영업자,3309,1366,800,304,3,0,0,2025,1515,2174
2553,31,0,기타 지방,자영업자,2481,1366,800,309,2,0,0,1556,1096,1286
2554,32,0,인천,무직,1086,603,600,214,2,1,1,1064,737,1198
2555,20,1,지방 대도시,프리랜서,2424,929,780,366,2,0,0,1375,1177,1623
2556,37,1,기타 지방,프리랜서,2321,975,800,203,2,0,0,1776,1690,2491
2557,34,1,기타 지방,공무원,4423,1832,900,453,2,0,0,369,918,-545
2558,22,1,기타 지방,무직,894,472,730,228,2,0,0,119,444,91
2559,34,1,경기,무직,1301,397,750,216,2,0,0,433,426,462
2560,53,0,인천,중소기업 직원,4051,1282,850,631,2,0,0,310,165,-807
2561,46,0,기타 지방,공무원,3616,2149,900,312,3,0,0,1148,548,-453
2562,38,0,서울,은퇴자,2714,1550,750,366,2,0,0,720,1184,354
2563,28,0,기타 지방,공무원,4087,1616,880,393,2,0,0,903,471,-242
2564,38,0,서울,대기업 직원,9382,3121,900,1992,5,0,0,1119,813,-1189
2565,35,0,기타 지방,무직,1025,420,750,147,2,0,0,891,1012,1483
2566,36,1,서울,프리랜서,2484,774,800,342,1,0,0,2432,1319,2977
2567,41,0,경기,자영업자,4405,1534,800,1013,3,0,0,0,178,-1356
2568,71,0,지방 대도시,대기업 직원,6908,2380,850,1050,5,0,0,261,62,-2057
2569,46,0,인천,중소기업 직원,4992,2969,850,650,3,0,0,1147,381,-1441
2570,65,0,기타 지방,공무원,4602,2163,850,606,3,0,0,680,1363,-120
2571,59,1,기타 지방,공무원,4166,1422,900,862,2,0,0,1639,1472,1689
2572,68,0,경기,자영업자,3328,1875,750,495,2,0,0,1047,2773,1945
2573,36,1,인천,자영업자,5142,2980,800,418,3,0,0,142,301,-2537
2574,46,0,인천,프리랜서,2922,1269,800,576,2,0,0,981,1251,963
2575,37,0,기타 지방,은퇴자,1792,724,700,279,1,1,0,684,803,763
2576,42,0,서울,프리랜서,4494,2317,800,1076,4,0,0,1084,327,-906
2577,54,1,기타 지방,프리랜서,2601,1284,800,584,1,0,0,1455,791,962
2578,54,1,서울,중소기업 직원,5755,2281,850,1160,4,0,0,907,808,-566
2579,43,1,지방 대도시,무직,1278,431,750,172,1,0,0,1105,768,1442
2580,47,0,경기,무직,1279,397,750,288,1,0,0,1966,1254,2823
2581,36,0,경기,공무원,6073,2229,900,1320,5,0,0,1465,1638,874
2582,48,0,서울,프리랜서,4563,2490,800,783,2,0,0,65,784,-1641
2583,33,0,경기,중소기업 직원,5241,1583,850,1092,4,0,0,888,2273,1578
2584,48,1,경기,대기업 직원,6239,2575,900,1233,3,0,0,1216,681,-678
2585,53,1,기타 지방,공무원,3824,1889,900,728,3,0,0,677,1413,201
2586,41,1,경기,무직,1333,781,750,138,2,0,0,2392,2259,3870
2587,32,0,인천,무직,1476,586,750,193,2,0,0,376,394,184
2588,20,1,인천,프리랜서,3357,1107,780,706,2,0,0,850,86,-171
2589,71,1,인천,중소기업 직원,4429,2504,800,524,4,0,0,1354,778,-372
2590,20,1,인천,공무원,6119,2490,880,599,5,0,0,323,241,-1926
2591,39,1,경기,공무원,6028,2976,900,857,3,0,0,1146,876,-954
2592,49,1,경기,프리랜서,3745,2083,800,811,4,0,0,1935,709,561
2593,24,0,경기,자영업자,3881,2050,780,1005,3,0,0,1387,476,-187
2594,39,1,서울,대기업 직원,6780,3704,900,1502,5,0,0,988,260,-2456
2595,32,0,기타 지방,무직,985,561,750,233,1,0,0,360,621,420
2596,46,1,인천,중소기업 직원,4760,2712,850,768,2,0,0,302,114,-2296
2597,79,0,서울,대기업 직원,7845,3730,850,1664,4,0,0,968,700,-2062
2598,57,0,인천,대기업 직원,6871,2232,900,625,4,0,0,1642,927,337
2599,65,1,경기,무직,1406,784,700,151,2,0,0,1861,1045,2122
2600,63,0,서울,공무원,6948,3747,850,1076,5,0,0,1804,643,-1300
2601,48,1,서울,공무원,5505,2621,900,981,3,0,0,868,150,-1603
2602,67,1,서울,자영업자,5041,2118,750,740,3,0,0,830,1171,-117
2603,42,0,지방 대도시,은퇴자,1741,705,750,228,2,0,0,1870,865,2030
2604,59,0,경기,무직,1511,539,750,203,2,0,0,1231,491,1183
2605,77,0,지방 대도시,대기업 직원,6536,3901,850,918,4,0,0,1376,1362,-1163
2606,30,0,서울,공무원,6585,2147,900,667,5,0,0,1082,415,-650
2607,44,0,경기,무직,1300,703,750,292,1,0,0,1335,143,775
2608,24,1,지방 대도시,프리랜서,3471,1113,780,808,2,0,0,0,724,-389
2609,43,1,기타 지방,자영업자,3473,1694,800,676,2,0,0,929,558,-207
2610,38,1,기타 지방,대기업 직원,4491,2576,900,753,3,0,0,2263,1458,1145
2611,42,1,경기,공무원,6241,2419,900,1084,5,0,0,1078,459,-882
2612,58,0,기타 지방,무직,926,460,750,120,2,0,0,995,496,1031
2613,55,0,지방 대도시,무직,1116,424,750,219,1,0,0,1543,967,2086
2614,55,0,지방 대도시,무직,935,561,750,121,2,0,0,649,985,1073
2615,22,1,기타 지방,무직,980,548,680,193,1,1,0,653,932,1037
2616,49,0,기타 지방,은퇴자,1450,586,750,197,2,0,0,1508,853,1775
2617,25,0,기타 지방,프리랜서,1840,599,780,409,1,0,0,791,1044,1236
2618,32,0,서울,자영업자,4861,2393,800,1067,4,0,0,1283,761,-349
2619,64,1,지방 대도시,은퇴자,1721,648,700,336,2,0,0,476,306,134
2620,75,1,지방 대도시,은퇴자,1608,713,700,244,2,0,0,309,0,-404
2621,75,0,기타 지방,자영업자,2816,1205,750,345,1,0,0,1005,1200,1000
2622,37,1,지방 대도시,공무원,4985,1615,900,867,2,0,0,0,0,-1615
2623,31,0,경기,공무원,5229,2427,900,1020,3,0,0,1491,646,-290
2624,71,1,기타 지방,공무원,4263,1885,850,607,3,0,0,1918,784,817
2625,41,1,경기,무직,1127,445,750,140,2,0,0,1305,375,1235
2626,49,1,경기,공무원,5912,3192,900,536,4,0,0,347,344,-2501
2627,52,0,지방 대도시,자영업자,2915,1385,800,464,1,0,0,1451,1056,1122
2628,62,0,경기,자영업자,3423,1430,750,485,3,0,0,561,432,-437
2629,46,0,서울,은퇴자,2000,651,750,323,2,0,0,2741,486,2576
2630,47,0,경기,프리랜서,3878,2181,800,422,4,0,0,965,946,-270
2631,54,0,인천,무직,1466,744,700,203,1,1,0,1333,1174,1763
2632,55,0,인천,대기업 직원,7357,3729,900,890,4,0,0,331,302,-3096
2633,56,0,기타 지방,중소기업 직원,3397,1069,850,461,2,0,0,1077,864,872
2634,26,1,서울,중소기업 직원,4384,1856,830,948,3,0,0,1628,758,530
2635,48,0,지방 대도시,무직,1148,600,750,191,1,0,0,843,584,827
2636,36,0,기타 지방,대기업 직원,4574,2392,900,529,3,0,0,288,483,-1621
2637,43,0,지방 대도시,중소기업 직원,3980,1495,850,545,4,0,0,332,357,-806
