user_id,loan_id,loan_product_views,loan_applied
18111,97,2,0
8656,64,7,0
14611,77,1,0
17361,62,9,1
11738,113,9,0
19530,69,7,0
7843,88,1,1
17372,14,7,0
10787,76,1,1
7933,91,4,1
469,52,7,0
3628,118,9,0
10172,117,9,0
4204,45,4,0
15411,36,6,1
15352,63,4,0
17435,101,6,0
15671,36,4,0
14695,40,7,1
5444,35,1,0
11730,29,8,0
2146,82,7,1
2148,40,4,0
8959,67,4,0
11246,109,1,1
8806,72,7,1
1698,30,3,0
16964,37,2,1
7210,18,6,0
4520,81,9,0
12797,12,7,1
1329,74,3,0
10673,60,1,0
15836,94,5,0
14900,107,8,0
7649,112,1,0
18526,55,5,0
8096,54,4,1
14631,31,6,0
19884,71,4,0
3352,8,6,0
17518,106,7,1
11125,100,2,0
7782,22,5,0
4193,113,5,0
12287,49,7,1
1686,33,7,0
12809,45,5,0
8879,119,3,0
252,84,4,0
19303,39,8,0
3912,36,8,0
15081,67,4,1
4004,102,5,0
2845,100,9,0
14234,41,4,1
1274,33,5,0
8994,85,6,0
7820,79,3,0
11959,78,1,1
18490,80,3,0
13775,71,4,1
6554,2,9,0
13401,44,8,0
11965,11,9,0
3564,98,4,0
8908,54,3,0
6695,31,5,1
6324,73,4,1
9325,66,2,1
15176,41,3,0
12964,31,6,0
17145,74,9,1
14883,94,5,1
12314,74,1,1
15277,93,4,0
1463,14,4,1
9824,113,9,0
9093,1,9,0
8360,85,4,0
19190,80,3,1
13737,50,7,1
13277,77,2,0
11804,87,6,0
18334,3,3,1
13353,101,9,1
3089,43,2,0
3845,14,1,0
1539,54,5,0
7201,100,4,0
17284,120,8,1
16267,110,7,0
6945,40,7,0
5786,69,5,0
10756,86,4,0
261,54,9,1
17634,79,7,0
18485,83,8,0
19152,107,1,1
5571,41,9,0
19631,50,5,0
15986,8,8,0
17402,52,9,0
17058,30,7,0
14617,48,3,0
2114,80,2,1
16747,70,8,0
16987,13,4,1
3613,14,8,1
8693,69,6,0
19451,62,6,0
18682,11,3,0
17779,90,4,0
1875,6,1,0
15171,11,9,0
6632,100,5,0
6327,5,2,0
17702,2,3,0
17238,76,8,1
14698,31,2,0
14127,92,9,0
10522,61,8,1
16991,106,9,0
609,3,7,1
13147,45,9,0
7023,11,7,0
5866,52,9,1
5366,119,5,0
8117,55,4,0
13292,48,7,0
3480,79,1,0
1189,113,1,0
9153,48,1,0
13731,80,7,1
4710,82,1,0
2734,5,4,0
4588,109,7,1
1253,96,5,0
6189,18,4,0
17318,105,2,0
19320,2,8,0
475,26,4,0
15246,27,3,1
603,69,8,0
15027,21,9,0
14771,97,3,1
1926,65,3,0
10796,6,6,0
9644,29,3,0
1376,103,8,0
19772,93,7,0
4336,67,1,0
16243,69,9,1
13046,94,7,1
9317,42,5,0
10142,91,5,0
16852,53,1,0
7795,76,7,0
7358,60,7,1
4373,91,7,1
941,6,6,0
1974,82,1,1
17738,39,3,1
15476,102,1,1
15532,50,2,0
15697,28,4,0
4738,60,5,1
5039,82,9,0
6142,79,8,0
15726,54,4,0
17828,27,8,1
13756,62,4,1
7933,43,5,0
1869,3,2,1
6348,101,9,1
14376,88,9,1
14301,120,4,1
9444,21,3,0
15960,87,5,1
9433,47,6,1
15763,59,2,0
17049,44,8,0
15555,59,3,1
1728,29,2,0
4434,52,8,0
4379,120,9,1
62,114,5,1
6874,79,7,0
13626,53,9,1
8382,105,1,0
4627,80,7,1
10153,116,9,0
12347,9,8,1
9708,52,6,0
12861,31,2,1
570,55,5,0
15036,65,9,0
5767,56,7,0
9460,91,9,1
14612,76,9,0
7919,100,9,0
15949,65,2,0
7930,119,1,0
13582,15,7,0
11691,82,4,1
16985,30,4,0
6692,33,1,0
13332,93,4,0
8504,13,3,0
7644,83,7,1
806,63,5,0
11217,43,7,0
15017,77,7,1
19627,120,8,1
2278,41,5,1
8944,116,9,1
5206,4,9,0
11741,113,2,0
19954,14,8,0
9835,50,4,0
14753,114,4,1
3302,47,8,0
2934,119,4,0
5268,45,2,0
2191,51,7,0
8760,63,1,1
3162,92,6,0
4818,106,5,1
9290,63,8,1
1619,59,7,0
11033,7,3,0
7872,77,7,1
17660,97,5,1
14571,9,8,1
3105,89,3,0
11247,110,1,1
2081,70,9,0
14000,27,8,0
18377,83,1,1
11843,112,8,0
3797,9,4,0
19517,36,5,0
983,105,6,0
5650,27,2,1
13836,120,7,0
12067,37,9,1
930,38,9,1
15586,105,8,0
11168,114,4,0
10261,10,2,1
8392,66,6,0
16771,37,7,0
19194,55,4,0
5172,33,6,0
8303,81,6,0
8603,38,9,1
14173,91,4,0
1314,54,3,0
13809,110,8,0
19812,83,4,1
8970,19,3,1
5673,23,1,1
6910,44,8,1
2017,77,2,0
8044,82,5,0
11414,51,8,0
2359,8,8,0
11527,16,8,0
4683,92,1,0
10197,111,7,0
12614,73,3,0
7900,25,5,0
1717,90,4,0
17592,79,2,0
2617,14,3,0
17401,77,1,0
11689,64,9,0
9542,6,3,1
19726,107,7,0
16229,74,8,1
18317,116,6,0
8054,50,4,1
3551,103,3,0
15604,85,4,0
7330,72,1,1
19926,33,2,0
2324,119,9,0
6942,110,4,0
14843,63,4,0
19316,38,2,0
11729,67,9,1
5418,69,7,1
4292,57,7,1
5168,26,9,0
17433,45,5,0
14052,116,4,0
3436,61,3,0
10565,117,6,0
2260,57,7,0
2092,8,7,0
19996,15,2,0
16577,47,3,0
17367,29,6,1
11891,78,4,1
7457,18,7,0
4292,80,6,0
10649,56,3,0
10292,57,1,0
17772,11,2,1
876,91,2,0
12880,76,9,1
9039,109,1,1
16710,45,9,1
3763,2,9,1
13848,78,8,0
6301,100,7,0
13197,71,6,0
8804,36,7,1
12390,34,1,0
19242,69,5,1
19487,31,9,0
13918,53,3,0
2365,86,5,0
7427,84,3,0
6465,11,8,0
11145,110,8,0
5057,54,9,1
2472,92,4,0
3501,61,2,1
2315,41,9,1
14530,61,6,0
2604,79,6,0
8890,31,7,1
13086,116,9,1
15689,32,7,1
17259,110,6,1
4936,36,2,0
8924,69,4,0
5941,109,8,0
19013,118,4,1
14420,117,7,0
14087,52,4,0
8785,74,2,0
2769,109,5,0
14009,14,9,0
3348,41,9,1
5577,107,8,1
5771,97,1,1
7042,68,6,0
8444,111,6,0
15557,47,2,1
10268,80,1,0
10089,57,8,1
14360,13,1,0
17949,74,5,0
156,106,9,1
14035,108,1,1
2724,80,2,0
11093,115,9,1
8357,61,8,1
11434,30,8,0
11591,17,5,1
15357,25,1,0
19256,92,2,0
5243,89,5,1
10404,40,7,0
6703,99,6,0
6163,103,8,0
14419,19,7,1
6611,23,8,0
364,73,8,1
531,82,7,1
1326,7,8,0
5093,100,5,0
5049,24,3,1
15825,87,3,0
18550,21,8,1
12934,38,7,1
6547,44,4,1
19546,34,2,0
13977,44,7,0
7109,90,8,0
9909,80,5,0
9460,100,7,1
6288,104,1,0
12271,40,4,0
17098,19,1,1
10017,106,2,0
17516,49,6,1
17041,10,4,1
11972,71,9,1
16493,42,7,0
7385,85,9,0
6584,53,5,0
351,30,4,1
4879,4,2,1
18164,42,2,1
8902,15,3,0
4107,64,8,1
275,50,1,0
903,30,8,0
6807,73,8,1
7199,84,4,0
4003,61,5,1
4920,15,9,0
6104,106,7,1
17423,33,1,0
17808,96,6,0
12121,18,8,0
15993,77,2,0
17032,77,1,1
7819,95,8,1
17159,71,8,1
14769,85,4,1
1823,20,5,0
11061,53,3,0
1725,3,2,1
6012,34,5,0
14955,73,4,0
9291,39,7,0
1163,104,4,1
6470,108,7,0
4952,106,2,1
12123,67,9,1
9950,76,8,0
7702,56,6,1
9057,113,1,1
10828,110,6,0
12130,26,7,0
7793,102,6,1
15730,51,7,1
14260,118,9,0
8267,49,4,1
12313,5,4,0
10480,33,8,0
16627,76,4,1
12432,96,5,0
14125,81,4,0
7643,7,8,1
2361,93,2,1
10120,101,9,0
16997,70,2,0
19597,46,7,0
3058,114,5,0
12462,90,2,0
530,60,8,0
13258,38,3,1
6602,106,9,1
6771,102,1,0
3028,51,6,1
18427,3,4,0
9243,48,4,0
4237,41,8,0
8992,42,4,1
13722,70,2,0
4553,54,9,0
572,22,8,0
6079,24,6,1
15711,36,6,1
1543,98,5,1
12863,34,2,0
15139,88,5,0
5070,88,9,0
15042,28,1,0
13082,21,7,0
15280,85,3,1
7070,105,3,0
7406,37,4,1
4052,77,1,0
16517,61,9,1
9017,44,8,1
17130,91,1,1
3505,110,6,1
10580,33,2,1
6409,117,5,1
14507,20,5,0
5169,117,3,0
16896,34,4,0
12309,120,7,0
10278,110,9,0
5223,119,6,0
729,72,7,1
10083,36,9,1
14116,20,3,0
16023,23,7,0
12442,2,9,0
120,5,7,1
1299,59,6,0
4926,64,7,1
18902,80,6,0
12133,20,2,0
17421,101,1,0
963,23,1,0
17277,16,1,0
9114,38,5,1
5975,78,1,0
2416,5,3,1
5941,93,5,0
1994,48,7,0
553,32,1,1
164,38,4,0
1716,58,6,0
15896,40,3,0
6551,73,5,0
3248,11,1,0
18258,102,5,0
3857,33,8,0
2810,75,4,0
8953,119,5,0
14953,77,3,0
13792,46,9,0
10032,105,7,0
18581,100,8,1
15588,4,2,1
14223,119,4,1
4881,18,6,1
16032,22,3,0
14714,26,6,1
7967,116,7,1
3059,12,7,0
13832,60,5,1
19780,69,1,1
9891,104,3,1
10576,26,7,1
9561,96,5,0
845,90,2,0
19238,42,2,0
2933,35,5,0
6982,21,4,1
12653,119,3,0
14659,57,2,0
19491,27,7,0
682,44,4,0
944,88,1,0
16920,5,6,1
19600,72,7,0
17285,64,7,1
7759,89,7,1
11744,5,8,0
2999,84,6,0
15776,27,3,1
6886,80,2,0
15656,56,2,0
13214,63,2,1
2613,15,8,1
4384,10,2,1
10587,8,4,1
16683,58,7,0
9895,64,8,1
1861,78,2,0
19594,109,7,0
17506,92,1,0
18023,32,2,1
10635,43,7,1
1277,54,3,1
11187,69,7,0
18622,46,7,1
11928,3,2,1
14860,49,6,0
11368,45,9,0
520,62,1,1
18802,75,3,0
14497,14,7,1
262,101,8,0
14341,2,5,0
17518,33,6,0
6099,87,3,0
9423,49,9,1
7654,105,4,1
10009,17,4,0
19039,88,1,0
2970,59,7,0
8489,75,4,0
8304,30,2,0
17817,19,5,1
11230,5,1,0
7804,33,1,0
15301,66,9,0
16563,49,5,1
659,36,8,1
19945,71,9,0
5877,16,9,0
10739,53,4,1
15552,13,2,1
11575,63,9,0
5898,91,1,0
2902,5,8,0
15338,28,5,1
17142,45,7,1
17689,23,3,0
15471,107,2,1
2063,65,1,1
9667,36,5,0
4978,5,5,0
19734,47,2,1
1438,11,2,0
17660,9,9,1
12098,90,2,0
17919,110,9,0
18466,17,1,0
9841,38,1,0
9153,80,8,0
13716,76,1,1
9949,37,6,0
6773,63,1,0
13376,16,8,0
2504,82,8,0
10370,2,3,0
14517,21,7,0
6976,72,4,0
3934,69,4,0
19951,29,5,0
40,4,6,0
14846,102,5,0
2221,31,1,0
14777,30,5,0
2878,70,2,1
9087,6,5,0
8730,118,6,0
1745,9,2,0
14373,111,1,0
15902,70,2,0
138,37,4,0
16524,100,1,0
9574,76,5,1
17076,83,5,1
11534,7,7,1
13446,38,9,1
3084,8,8,1
13760,105,8,0
17949,114,1,1
11718,95,1,1
19843,69,2,1
9164,80,2,1
1385,80,3,0
16706,67,2,1
7381,72,7,0
10898,12,5,0
5714,100,1,1
9039,95,6,0
16465,67,3,1
14850,43,4,1
9422,3,7,1
4507,9,4,1
1717,43,8,0
3204,83,9,1
19519,77,7,1
11080,106,6,1
5229,22,3,0
14921,113,8,0
13525,109,5,0
7239,49,3,1
11684,94,5,0
6035,20,7,1
3364,101,5,0
16694,38,3,1
19386,4,9,1
9937,68,8,0
14625,102,3,0
4554,90,5,0
4637,118,6,0
14599,10,1,1
2350,74,3,1
17121,64,4,0
275,43,8,1
7214,67,9,0
11232,70,8,1
3289,119,5,0
9540,20,9,0
11863,108,1,1
16086,32,8,0
14186,13,1,1
5012,43,8,0
6415,92,1,1
1095,39,5,0
13986,24,4,1
16735,24,9,0
16069,5,5,1
15436,80,3,0
2186,117,9,0
5957,18,1,1
9358,96,6,1
19712,14,2,0
11702,8,8,0
3612,32,5,0
12864,72,3,0
15804,21,4,1
18912,11,7,0
14338,116,8,1
7718,88,8,1
15582,32,1,1
18704,57,9,0
601,23,2,0
8303,115,3,0
579,81,5,1
14443,96,6,0
15166,112,3,0
6589,1,9,0
12139,61,7,1
4914,32,2,0
4610,101,8,1
1071,115,9,0
17047,85,3,1
13200,40,6,0
5751,10,7,0
11822,79,5,0
5901,84,6,0
13373,31,3,0
12906,37,5,0
2704,38,5,0
17136,38,4,0
9245,47,3,0
2400,5,5,1
16830,80,8,0
9557,97,6,0
19737,52,3,0
8077,71,7,1
4477,98,2,1
19317,50,4,0
5745,26,2,1
6694,11,9,0
12358,20,2,1
2000,76,7,0
1391,9,1,1
880,101,7,0
5177,22,4,0
5615,77,5,0
3818,98,4,0
10456,103,1,0
15823,119,7,0
222,50,6,0
3559,94,1,1
19741,81,9,1
7795,46,4,1
1062,108,7,1
15970,41,7,0
3539,3,2,0
10192,55,8,0
7499,40,8,0
18885,45,8,0
13379,22,8,0
10252,105,3,1
6679,100,5,0
18920,106,3,1
13237,31,4,0
9765,14,2,0
1384,68,7,0
4149,55,4,0
13494,74,3,0
11607,57,8,0
597,65,2,1
18651,96,2,0
4166,81,4,1
6760,13,8,1
13395,28,4,0
11698,115,1,0
14438,30,3,1
8306,64,1,0
12644,18,5,1
19922,75,3,0
16060,24,5,0
7785,15,2,0
9316,31,2,0
7158,1,3,0
18901,97,3,0
19562,109,1,0
1320,15,9,0
6465,43,6,1
16422,85,6,1
6577,1,5,0
6417,56,3,1
11734,33,5,0
6759,88,1,0
16325,4,4,1
14016,120,9,0
5137,120,1,1
15784,68,4,0
14231,104,5,0
9147,100,5,1
18379,76,2,1
17456,61,7,1
4287,16,4,0
1710,102,4,1
5123,17,3,0
16495,22,8,0
8977,84,2,1
8373,79,5,0
18727,82,4,1
14042,43,9,1
6992,77,9,1
15866,53,7,1
13164,111,6,1
14300,69,8,1
10232,66,2,0
333,97,2,1
3844,83,1,1
5747,11,9,0
18015,72,1,0
10140,104,4,0
14950,95,8,1
1782,74,8,1
19660,54,4,0
18011,38,2,1
5992,118,6,0
16030,32,8,0
15835,59,7,0
17067,61,7,0
624,80,7,1
8842,7,4,0
2973,71,2,0
5559,46,5,0
11336,104,5,0
16518,7,4,0
6561,57,2,1
3464,102,4,1
5380,61,6,0
19021,115,8,0
11394,96,8,1
9553,32,4,0
9391,101,4,0
19123,54,6,0
12968,36,8,1
9441,23,7,0
3480,77,1,1
559,56,4,0
9147,30,9,1
16243,61,8,0
11668,45,7,0
5517,94,5,1
15619,91,6,1
4938,45,7,0
11276,78,6,0
17807,84,1,1
13090,120,2,1
5529,98,9,1
16877,51,9,1
3799,89,3,0
1452,114,8,1
7246,43,8,0
2014,5,8,1
19204,28,6,0
18537,15,8,1
19691,23,6,1
4208,12,4,0
6574,42,1,1
17273,20,3,1
15901,38,9,1
9551,39,7,0
8233,87,9,0
2443,18,9,0
8463,52,5,1
5631,29,8,1
663,118,5,1
1003,53,2,0
14671,21,9,1
11862,6,7,0
12038,5,6,0
13386,48,2,0
7015,61,5,1
4185,77,5,0
14392,36,6,1
2775,15,2,0
14277,14,6,1
8006,98,6,1
16181,65,6,0
1543,72,3,0
17157,78,3,1
16819,48,5,0
1507,96,6,0
3240,29,7,0
10946,90,4,1
17312,37,7,1
85,101,6,0
6719,67,1,1
379,35,1,0
9825,25,5,0
15192,11,8,0
16940,45,6,0
5218,114,7,0
12960,9,9,0
9494,8,6,0
9451,5,7,1
13351,33,5,1
4490,17,6,0
384,41,8,0
19564,20,7,0
12980,80,5,0
302,59,8,1
19824,111,2,0
142,86,5,1
6765,10,8,0
13090,65,9,0
11915,101,8,1
14210,48,4,0
18468,40,4,0
9813,42,3,0
8952,28,4,0
9416,5,2,1
12086,56,3,1
3445,87,4,0
18310,16,7,1
11754,102,9,0
15423,47,6,1
19692,26,1,1
5100,77,7,0
7457,64,1,0
7771,17,6,0
8869,83,8,0
19112,55,2,0
1068,78,8,1
5734,93,8,0
9258,29,1,0
11745,92,7,0
11964,33,9,1
10573,74,1,1
9646,107,7,1
6007,66,2,0
16622,98,3,0
649,76,5,1
4072,102,5,1
4352,52,7,1
11432,15,9,0
2391,98,8,0
4086,104,5,1
5987,74,5,1
91,91,8,1
16535,26,6,1
3195,57,8,0
14705,106,5,1
14268,82,5,1
8469,88,9,1
7552,52,6,0
17573,64,4,0
17969,96,1,1
43,23,6,0
8737,81,3,1
11002,85,5,1
2680,73,3,1
9986,44,1,0
5099,43,2,1
5703,72,6,0
4071,96,5,0
7786,31,1,1
9564,2,5,0
16923,47,1,1
10342,29,2,1
10735,72,2,0
5044,108,9,0
15680,11,4,0
138,98,2,0
1230,107,5,0
495,54,5,0
6114,79,5,1
17929,65,8,0
15928,120,6,0
9891,6,5,0
18537,95,5,1
10426,103,8,0
14282,19,9,0
12608,7,7,0
6032,15,4,1
13913,93,3,0
18544,103,3,0
15720,106,1,1
10986,100,2,0
19793,49,5,1
17709,89,1,0
2922,9,4,1
19543,64,2,0
8737,51,8,1
14311,109,5,1
9678,108,8,1
14086,33,4,0
14276,76,4,1
11680,74,1,1
1794,14,4,1
10910,10,1,0
4736,87,7,1
13572,84,1,0
4577,25,9,0
4936,6,8,0
11605,35,7,0
1052,82,7,1
18759,60,9,0
15348,63,7,1
5344,58,6,1
6958,44,4,0
16886,15,1,1
3989,62,4,0
13510,17,8,0
13814,26,8,0
11571,5,3,0
17885,89,2,1
4839,120,5,1
922,10,3,0
2704,9,5,1
2204,96,4,0
2302,113,6,0
14059,80,5,0
74,21,4,0
17103,17,8,1
13441,99,8,1
19364,88,4,0
16046,58,5,1
16857,3,7,1
15798,31,4,0
18625,52,6,1
15492,69,9,1
968,74,2,0
15835,7,9,0
10732,103,8,1
917,71,8,0
4135,57,5,1
13929,33,2,1
18035,16,7,1
15184,93,9,0
442,77,6,1
607,53,1,1
13007,29,3,0
2275,17,6,0
4682,116,1,1
6258,86,9,1
16525,89,9,0
2022,41,1,1
17690,46,3,1
5928,53,8,0
11879,30,4,1
11012,50,5,1
3319,93,3,1
6991,104,6,1
12703,78,4,1
4944,86,5,0
11366,81,4,1
985,66,4,1
2276,36,5,1
595,11,7,0
13053,4,8,0
11270,104,8,0
19676,60,9,0
18244,42,2,0
10480,118,4,0
11101,93,4,0
13782,40,7,0
1127,113,6,1
7620,98,8,1
18430,89,3,0
7068,36,1,1
8476,54,8,1
8425,41,3,1
12420,85,6,1
8135,67,5,1
18191,6,3,0
7818,49,6,1
8813,88,1,1
4867,12,3,1
2930,100,3,1
3159,107,6,1
3042,24,6,0
3584,63,5,0
13780,61,1,1
15564,78,4,0
10416,81,6,0
19322,46,8,0
13236,74,8,0
15669,28,8,0
8536,27,8,1
8710,48,1,1
11878,12,6,1
15983,81,6,0
8002,28,6,0
8352,79,9,1
15304,76,5,0
6635,77,4,1
6949,44,9,0
6122,19,3,0
316,17,2,1
9037,103,6,0
10326,87,8,0
14220,25,1,0
11384,120,8,0
2825,14,7,0
4028,81,9,0
8026,20,1,1
2577,52,3,0
5440,66,3,1
3952,41,8,0
13901,34,3,1
8989,62,5,0
3353,59,7,0
3829,49,4,1
9151,113,5,0
7377,24,1,0
16858,104,9,1
13583,86,9,0
10090,35,2,0
2496,96,7,1
423,48,5,1
11748,50,9,1
17502,23,9,1
17976,57,5,1
11301,77,6,1
6410,55,1,1
17098,29,9,0
10921,73,7,1
9092,53,5,0
12031,5,1,0
2599,95,7,0
17529,16,3,1
14944,78,7,0
19965,60,1,0
13560,102,1,0
16329,94,9,0
17966,28,3,1
4134,76,7,0
9627,63,4,0
14797,10,9,1
19827,111,8,0
2393,109,7,1
410,15,1,0
6932,65,8,1
9610,117,4,0
5120,85,2,1
4248,78,2,1
17143,66,9,1
4819,52,9,0
16977,116,7,0
13440,74,1,0
11331,12,7,1
19661,73,2,0
14473,23,1,1
4044,8,6,0
19303,23,9,1
12608,118,2,1
15438,111,7,0
5213,115,9,1
8160,77,1,0
4850,14,2,1
10972,68,1,0
4012,83,1,1
9811,1,9,0
3571,40,4,0
13111,43,4,0
10717,2,3,0
2418,68,5,1
7790,2,3,0
17088,114,8,0
4442,31,6,1
813,74,6,0
3383,57,6,1
13504,85,3,0
2338,30,2,0
15445,84,2,0
13943,36,3,0
17235,108,1,0
7123,48,8,1
17744,91,1,0
9941,33,2,0
11760,11,6,0
18333,27,6,0
5773,92,7,0
3864,20,9,1
5094,70,3,0
13361,39,5,0
342,75,3,1
8070,88,9,0
5034,110,3,1
6022,22,5,0
9442,44,6,1
6902,45,8,1
8547,89,9,1
5379,22,1,0
3683,55,1,0
2606,77,2,0
1243,12,3,0
6264,2,2,0
4160,39,7,0
2194,65,2,1
2098,22,9,1
18336,42,8,0
13986,104,3,0
11871,16,3,0
10197,10,4,1
16793,90,4,0
2216,51,2,0
2974,41,2,0
18211,107,4,0
1751,71,4,0
8830,18,8,1
6167,42,2,0
10961,71,9,0
13497,18,4,1
2518,33,8,0
8453,14,8,0
18172,86,9,0
15844,96,7,1
2594,30,7,1
7068,39,7,0
4867,71,7,1
702,73,6,1
16670,102,4,0
11017,44,2,1
7407,12,8,0
15037,73,3,1
12374,49,4,0
2210,64,4,1
3535,96,4,0
6951,82,2,1
1187,25,5,0
9044,28,3,0
11968,49,2,0
15865,106,8,0
19318,101,7,0
2891,16,6,0
4482,31,4,0
7869,47,3,0
6093,81,6,0
7623,97,2,1
19590,61,1,1
11675,90,6,0
151,98,2,0
7680,59,6,1
11193,90,2,0
18484,103,2,1
13117,57,1,0
3321,42,7,0
3239,67,3,0
11171,55,7,0
3155,113,5,0
8831,68,6,0
5476,71,6,0
15326,12,8,1
6822,106,4,0
7970,91,9,0
4903,77,4,1
12787,93,7,0
710,101,5,1
19139,19,9,0
9674,7,1,0
7868,5,9,0
13117,38,3,1
14283,61,7,1
5682,26,4,1
6874,77,4,0
4693,22,2,1
3822,77,3,1
6536,37,6,0
789,11,6,0
4357,33,2,1
4115,67,5,1
19516,84,7,0
19339,34,1,1
3555,81,5,0
13033,73,5,0
4009,112,3,0
6962,1,7,1
9511,51,8,0
5455,84,9,0
6465,83,7,0
519,86,8,1
10362,82,1,0
7186,45,2,0
11814,96,6,0
16924,71,1,0
19665,19,2,1
11715,53,1,0
17701,47,6,1
7736,30,1,1
8231,98,7,0
11978,117,9,1
514,92,8,0
9242,26,2,0
2511,2,4,0
18485,83,6,0
12732,14,9,0
11198,4,7,1
3382,80,7,1
14081,91,4,0
14690,46,1,1
11068,82,9,1
18375,71,9,0
14658,105,5,1
7567,110,1,0
1060,108,1,1
10698,83,6,1
6814,83,6,1
2661,4,9,1
2832,68,2,1
15368,9,8,0
4876,7,9,0
19218,111,2,0
4968,112,5,0
1004,47,2,1
16986,74,5,0
3744,21,9,0
11254,91,3,0
13306,8,6,1
4595,48,6,0
12784,22,3,0
14736,105,5,0
11608,4,1,0
18992,72,7,0
16337,76,9,0
14056,41,8,1
3277,61,7,1
2723,22,2,0
9502,89,9,1
13437,3,4,0
3568,26,7,1
13452,59,4,0
7197,105,2,1
339,96,5,0
19709,16,8,1
17069,79,6,0
5861,60,2,0
13649,37,3,0
6919,38,1,0
4424,49,8,0
6789,119,4,0
16830,28,5,1
11935,106,3,0
13341,3,8,1
13369,98,4,1
15322,64,8,1
175,32,6,1
7245,45,7,0
4346,34,2,1
18615,101,8,0
16131,29,5,0
11933,16,4,0
19838,52,8,1
5984,55,7,1
10170,36,4,1
12934,41,5,0
18637,96,5,0
11412,115,3,1
6593,1,6,0
11830,12,1,0
11769,62,8,1
6007,14,2,1
19187,34,8,1
11824,20,9,1
2227,69,7,0
5620,18,4,1
18839,51,4,1
17821,53,6,0
14731,69,7,0
6606,31,5,1
10411,13,9,0
9723,34,9,0
6633,3,1,0
4726,9,7,0
8998,89,2,1
7032,103,6,1
8260,79,7,0
6635,79,2,0
8670,10,2,0
2626,82,1,0
2917,53,1,1
598,18,8,0
9317,60,3,0
66,65,4,0
17808,46,4,0
17741,29,9,0
19082,67,3,1
15520,34,3,1
13943,115,1,1
2490,57,9,1
7722,24,7,1
4860,116,4,0
13124,85,2,1
12838,39,9,0
3446,16,2,1
14657,111,3,0
10839,111,8,0
2301,74,3,1
9017,98,2,1
10015,44,2,1
11863,30,8,0
11483,74,4,1
10039,92,1,0
1018,99,8,1
18825,58,9,0
17761,12,3,1
16285,20,1,1
7029,28,6,1
18275,47,8,0
18701,10,3,1
5903,8,1,1
12405,54,2,1
13131,38,6,1
4948,40,1,0
7115,111,1,1
18065,92,5,0
12800,111,8,1
19050,32,2,0
4,76,4,0
19591,45,4,0
13204,78,3,0
18643,103,9,1
11231,15,6,1
2190,85,5,1
7356,97,3,0
12060,95,2,1
16058,30,4,0
16818,66,3,1
1798,43,4,1
7681,18,4,1
4957,71,2,0
15116,34,2,1
12204,63,8,1
17043,55,3,0
5246,32,5,1
20,102,2,1
11373,50,9,0
7907,80,2,1
4298,68,7,0
4285,103,1,1
3120,113,3,1
17074,30,1,1
14381,52,4,0
62,98,2,0
12284,2,5,0
277,4,1,1
18416,7,4,0
14813,42,5,0
13175,8,7,0
15325,45,6,0
7989,94,3,0
8243,74,9,1
11398,40,8,0
990,50,5,0
17105,37,9,1
1320,109,6,1
19045,4,7,1
171,119,7,0
19626,99,4,0
1980,4,1,1
268,61,7,0
19806,84,1,1
17108,95,8,1
4419,63,6,1
17613,32,2,1
9890,7,8,1
1479,16,5,0
6962,103,8,0
9703,9,8,0
14220,40,8,0
6721,9,8,1
16717,37,8,1
11353,110,7,0
17287,91,2,0
17482,108,7,0
19226,28,1,0
13725,84,2,0
6901,94,5,0
9228,84,1,1
1369,75,2,0
7493,18,3,0
19479,2,3,0
11583,61,2,1
2219,116,7,1
5332,50,6,0
19993,89,9,1
12746,43,3,1
12153,34,7,0
11359,94,6,0
14834,99,8,0
15586,58,2,0
19503,117,6,0
3646,41,7,1
10174,90,2,0
9908,40,6,0
19423,24,2,0
11718,51,7,0
4517,78,9,1
472,8,4,0
15971,43,7,0
12859,37,7,1
5098,13,7,0
13737,28,4,1
12036,57,8,0
9488,1,5,0
10818,38,8,1
7120,46,3,0
17222,104,2,1
13021,36,6,1
2535,56,7,0
729,4,3,1
1222,80,3,0
14183,25,7,0
10082,120,3,1
2540,22,2,1
19527,34,2,0
2881,62,7,1
17255,13,8,1
14748,21,7,0
2984,16,3,1
13402,101,5,1
3666,114,7,1
9733,24,3,0
17646,107,1,0
14467,63,1,1
7918,18,8,0
16975,118,5,0
7759,108,4,1
650,81,9,1
16970,36,7,1
17228,93,2,0
855,36,4,1
13333,71,1,0
3306,88,3,1
7178,99,6,0
8936,31,4,1
19507,8,6,0
4861,41,1,0
19245,1,9,1
14770,78,5,0
7802,87,8,0
8395,38,3,0
11260,4,2,1
4483,116,5,0
150,110,7,1
2644,113,3,0
19237,93,7,0
1960,115,5,1
16264,104,7,0
5951,96,8,1
7050,30,3,0
3908,91,3,1
2781,41,7,0
5292,16,9,0
6442,98,6,0
1329,117,7,0
5081,117,4,1
7264,22,1,0
2384,73,1,1
17846,42,7,0
7692,3,5,1
10612,55,4,0
18179,16,4,0
10173,117,3,1
19401,55,2,1
19118,96,9,1
8399,10,5,1
16334,37,5,1
12356,51,7,1
19726,38,1,1
1695,44,2,1
1773,83,4,0
6798,48,7,1
9677,60,9,1
3009,47,5,0
7477,93,8,0
19488,19,4,1
18789,104,8,0
5847,82,5,1
12597,20,8,0
14192,12,4,1
1337,99,6,0
1697,54,1,0
14334,68,6,1
16647,67,6,1
5579,45,3,0
